can,bottle,0
fly,ant,0
myth,satire,0
city center,bus,0
tail,Boeing 747-200,0
artwork,artist,0
NATO,alliance,0
king,ruler,0
rhythm,cadence,0
Alexander Fleming,Penicillin,0
flute,music,0
gray heron,lake,0
viscosity,splash,0
hardware,case,0
ring,engagement,0
Latin,German,0
working class,plant,0
Shakespeare,Dickens,0
paper money,priest,0
tool,job,0
pygmy hog,suidae,0
suffrage,exit,0
star,brightness,0
trout,guitar,0
dollar,millionaire,0
digit,number,0
gale,blanket,0
Obama,Clinton,0
supporting character,movie,0
Juventus,Bayern Munich,0
climate change,precipitation,0
AI,battery,0
masterpiece,Mona Lisa,0
crime,attack,0
coronation,water,0
vocalist,staff,0
playoff,basketball,0
armed forces,defence,0
lake,cloud,0
monastery,shower,0
mother tongue,language,0
harbor,wrapper,0
demon,angel,0
cryptogram,symbol,0
campus,university,0
freedom,liberty,0
typhoon,cyclone,0
handbook,guidebook,0
Ebola,Ebola virus,0
princess,biscuit,0
train,tram,0
ecosystem,economy,0
queen regnant,chess queen,0
gold,zinc,0
cursor,chips,0
Amazon,forest,0
tennis,statistics,0
Bolzano,theorem,0
altitude,conversion,0
boat,tree,0
throne,sword,0
cotton,sweater,0
cherry,strawberry,0
Islam,Quran,0
Neanderthal,sport,0
nepotism,king,0
character,person,0
tank,car,0
Mercury,Jupiter,0
bronchitis,acetaminophen,0
blood,body,0
islamophobia,ISIS,0
crochet,uniform,0
Hadoop,touchscreen,0
fossil fuel,fossil,0
mutant,sociobiology,0
sister,brother,0
pencil,story,0
eczema,dermatitis,0
emperor,governor,0
crown,key,0
algebra,operation,0
piston,engine,0
scholarship,tuition,0
book,manuscript,0
lantana,snapdragon,0
black hole,vacuum,0
Persian Empire,Cyrus,0
editorial,news,0
decoration,envelope,0
whale shark,lobster,0
corn,maize,0
bipolar disorder,problem,0
acid,base,0
absolute zero,vapor,0
Green Revolution,paint,0
operating system,deep learning,0
International Mathematical Olympiad,theory,0
El Nino,equator,0
badge,glass,0
mansion,sculptor,0
atmosphere,ozone,0
shield,buckler,0
coin,payment,0
oat,field,0
monk,cross,0
gunboat,coast,0
rock,mine,0
legend,moral,0
champion,winner,0
dice,cube,0
topology,structure,0
chapel,cable,0
cash flow,river,0
serial killer,murderer,0
matrix,molecule,0
fashion,style,0
vexillology,flag,0
Maastricht Treaty,Europe,0
geyser,spring,0
sucrose,carbohydrate,0
beach,coast,0
stock market,stock exchange,0
tradition,handicraft,0
novel,writer,0
sandwich,Subway,0
acoustics,sound,0
fencing,gymnastics,0
writer,gift,0
woodland,Tiger Woods,0
cloud,window,0
JPEG,PDF,0
director,boss,0
tax,Brexit,0
pollination,stamen,0
videogame,pc game,0
treatment,surgical operation,0
paddy,potato,0
note-taking,assignment,0
fox,blood cell,0
sodium chloride,salt,0
income,quality of life,0
will,intention,0
compass,elephant,0
sequel,camera,0
movie,film,0
sergeant,gun,0
mill,seed,0
ice cream,breakfast,0
key,lock,0
cellphone,telephone,0
kindergarten,preschool,0
Western world,Western Union,0
seedling,leaf,0
rain,hail,0
happiness,sadness,0
silkworm,caterpillar,0
surfing,water sport,0
car,truck,0
food,program,0
graphic novel,comic book,0
snake,lizard,0
pineapple,smartphone,0
wallpaper,background,0
Celsius,Microsoft,0
combine,sugarcane,0
jeans,woman,0
matrix,vector,0
carbon dioxide,CO2,0
coach,player,0
stone,wood,0
charger,disk,0
manuscript,article,0
Gmail,Yahoo,0
capacitor,diode,0
corruption,fraud,0
Coca-Cola,Coke,0
Plato,Aristotle,0
Cold War,Soviet Union,0
nozzle,fluid,0
phonology,screen,0
Zara,leggings,0
football,soccer,0
germ,pathogen,0
republic,duke,0
ball,sphere,0
Mozart,Star Wars,0
mask,party,0
Grand Theft Auto,GTA,0
highway,road,0
chain reaction,thermodynamics,0
illustration,blister,0
anthropology,archaeology,0
Dell,Dingle,0
juice,spoon,0
Pfizer,drug,0
truck,parcel,0
receptor,protein molecule,0
Google Drive,driver,0
billionaire,homeless,0
episode,chapter,0
infinity,zero,0
servant,slave,0
suffix,affix,0
global warming,heat,0
growth hormone,somatotropin,0
sky,dream,0
bid price,London,0
fertilizer,growth,0
hashtag,topic,0
Orion,constellation,0
Nietzsche,Chelsea,0
mutual respect,competition,0
branch,arm,0
victim,phone,0
standard deviation,accumulation,0
avalanche,snow,0
teacher,student,0
cattle,yogurt,0
sexism,gender discrimination,0
South Pole,dance,0
prosecutor,lawyer,0
racket,ball,0
bank loan,debt,0
perspective,distance,0
Federer,Dylan,0
lawyer,gallery,0
life expectancy,statistical measure,0
cell membrane,provirus,0
European Union,Moscow,0
world,Asia,0
Paint,Photoshop,0
senate,constitution,0
parsley,muffin,0
mind,brain,0
Mercedes,Opel,0
hammer,teeth,0
Renaissance,Renascence,0
skirt,watch,0
opera,cinema,0
teacher,instructor,0
Sun,cable,0
recession,GDP,0
Caesar,Julius Caesar,0
patient,session,0
behaviourism,therapy,0
emperor,constitution,0
mathematician,show,0
entropy,information,0
rosewater,rose oil,0
citrus fruit,grapefruit,0
Queen Victoria,England,0
Olympic Games,spirit,0
bishop,muslim,0
man,suspect,0
meteorite,Earth,0
symbol,sign,0
anthropology,New York,0
sunset,table,0
town,city,0
jacket,mineral water,0
nature,flora,0
subroutine,compiler,0
Hamadan,Rome,0
umbrella,heater,0
honor,esteem,0
insignia,dignity,0
KFC,McDonald's,0
joystick,radar,0
basmati,jasmine rice,0
medal,trainers,0
law,swimming pool,0
source,box,0
theatre,battery,0
flora,web browser,0
shirt,cardigan,0
poem,rhythm,0
prophet,priest,0
Oscars,stadium,0
backgammon,Go,0
butterfly,rose,0
fence,jumping,0
nihilism,film,0
asteroid,star,0
riot,drawing,0
underwear,body,0
Boeing,plane,0
cameo,performance,0
semester,term,0
orange,citrus,0
glacier,global warming,0
tunnel,path,0
