CAMEL,cactus,19,
CAMEL,Egypt,18,
CAMEL,Arabs,14,
CAMEL,spit,13,
CANDLE,fire,169,
CANDLE,wax,99,
CANDLE,light,48,
CANDLE,scent,34,
CANDLE,wick,29,
CANDLE,lighter,26,
CANDLE,match,25,
CANDLE,cake,19,
CANDLE,candleholder,19,
CANDLE,heat,18,
CANDLE,table,18,
CANDLE,birthday,16,
CANDLE,night,16,
CANDY,child,91,
CANDY,wrapper,70,
CANDY,halloween,62,
CANDY,cavity ,46,
CANDY,sweet,33,
CANDY,sour,29,
CANDY,store,28,
CANDY,sugar,27,
CANDY,mouth,17,
CAR,road,63,
CAR,tires,45,
CAR,wheels,41,
CAR,gas,40,
CAR,speed,33,
CAR,steering wheel,30,
CAR,seats,21,
CAR,driving,19,
CAR,engine,19,
CAR,garage,17,
CAR,key,17,
CAR,driver,16,
CAR,radio,15,
CAR,crash,13,
CASTLE,king,122,
CASTLE,queen,73,
CASTLE,princess,50,
CASTLE,stones,49,
CASTLE,moat,48,
CASTLE,knight,41,
CASTLE,prince,24,
CASTLE,royalty,21,
CASTLE,money,19,
CASTLE,crown,17,
CASTLE,dragon,16,
CASTLE,bridge,14,
CAT,dog,79,
CAT,mouse,63,
CAT,fur,40,
CAT,claws,37,
CAT,pet,33,
CAT,whiskers,31,
CAT,litter box,25,
CAT,meow,22,
CAT,milk,21,
CAT,yarn,19,
CAT,house,18,
CAT,fish,18,
CAT,kitten,16,
CAT,couch,14,
CAT,tree,13,
CHEESE,mouse,95,
CHEESE,milk,62,
CHEESE,cow,53,
CHEESE,crackers,28,
CHEESE,cheddar,27,
CHEESE,pizza,26,
CHEESE,yellow,22,
CHEESE,knife,21,
CHEESE,fridge,20,
CHEESE,trap,19,
CHEESE,hole,19,
CHEESE,sandwich,17,
CHEESE,wine,17,
CHEESE,pasta,14,
CHEF,food,186,
CHEF,hat,60,
CHEF,kitchen,41,
CHEF,restaurant,38,
CHEF,knife,38,
CHEF,pan,29,
CHEF,cooking,25,
CHEF,oven,22,
CHEF,pot,22,
CHEF,apron,18,
CHEF,waiter,13,
CHICKEN,egg,86,
CHICKEN,farm,52,
CHICKEN,food,42,
CHICKEN,dinner,30,
CHICKEN,coop,26,
CHICKEN,KFC,25,
CHICKEN,grain,24,
CHICKEN,chick,23,
CHICKEN,feathers,21,
CHICKEN,wings,21,
CHICKEN,leg,21,
CHICKEN,farmer,20,
CHICKEN,beak,20,
CHICKEN,rooster,19,
CHICKEN,barn,15,
CHILD,toys,96,
CHILD,young,35,
CHILD,parents,29,
CHILD,mother,27,
CHILD,candy,24,
CHILD,school,23,
CHILD,small,23,
CHILD,innocent,21,
CHILD,playground,19,
CHILD,daycare,18,
CHURCH,god,96,
CHURCH,cross,67,
CHURCH,priest,64,
CHURCH,bible,53,
CHURCH,pews,48,
CHURCH,religion,42,
CHURCH,Sunday,21,
CHURCH,people,21,
CHURCH,alter,17,
CHURCH,prayer,15,
CHURCH,choir,12,
CHURCH,organ,11,
CIRCUS,clown,171,
CIRCUS,elephant,102,
CIRCUS,tent,58,
CIRCUS,show,22,
CIRCUS,cotton candy,20,
CIRCUS,popcorn,19,
CIRCUS,lion,19,
CIRCUS,acrobat,13,
CLOWN,red nose,82,
CLOWN,circus,78,
CLOWN,makeup,71,
CLOWN,balloon,40,
CLOWN,big shoes,39,
CLOWN,children,37,
CLOWN,scary,36,
CLOWN,wig,22,
CLOWN,funny,21,
CLOWN,party,20,
CLOWN,birthday,20,
CLOWN,elephant,19,
CLOWN,carnival,19,
COFFEE,cream,100,
COFFEE,mug,75,
COFFEE,sugar,60,
COFFEE,caffeine,58,
COFFEE,beans,44,
COFFEE,morning,43,
COFFEE,coffee shop,36,
COFFEE,black,33,
COFFEE,tea,31,
COFFEE,breakfast,19,
COFFEE,pastry,16,
COMPUTER,keyboard,94,
COMPUTER,mouse,59,
COMPUTER,screen,50,
COMPUTER,internet,42,
COMPUTER,laptop,34,
COMPUTER,school,21,
COMPUTER,desk,21,
COMPUTER,speakers,17,
COMPUTER,games,16,
COMPUTER,facebook,15,
COMPUTER,printer,15,
COW,milk,240,
COW,farm,70,
COW,beef,51,
COW,grass,48,
COW,barn,27,
COW,farmer,18,
COW,spots,18,
COW,calf,13,
COW,field,12,
CROWN,king,186,
CROWN,queen,102,
CROWN,gold,54,
CROWN,jewels,51,
CROWN,royalty,51,
CROWN,castle,38,
CROWN,head,25,
CROWN,princess,23,
CROWN,throne,16,
CROWN,money,16,
DESERT,sand,137,
DESERT,camel,84,
DESERT,cactus,52,
DESERT,heat,50,
DESERT,sun,33,
DESERT,drought,22,
DESERT,water,22,
DESERT,palm tree,19,
DESERT,pyramids,17,
DIAMOND RING,wedding,141,
DIAMOND RING,money,69,
DIAMOND RING,woman,51,
DIAMOND RING,engagement,48,
DIAMOND RING,finger,35,
DIAMOND RING,gold,32,
DIAMOND RING,jewels,21,
DIAMOND RING,jewelry,18,
DIAMOND RING,rich person,17,
DIAMOND RING,box,17,
DIAMOND RING,silver,16,
doctor,hospital,73,
doctor,patient,69,
doctor,medicine,66,
doctor,nurse,48,
doctor,white coat,47,
doctor,needle,47,
doctor,stetoscope,40,
doctor,office,33,
doctor,health,21,
doctor,medical school,18,
dog,leash,86,
dog,cat,83,
dog,bone,56,
dog,barking,33,
dog,friend,26,
dog,pet,24,
dog,collar,21,
dog,house,21,
dog,fur,20,
dog,dogfood,18,
dog,ball,18,
DOG,kennel,17,
dog,toy ,16,
dog,walking,16,
DOG,tail,15,
dog,park,13,
dog,treat,12,
DRAGON,fire,153,
DRAGON,princess,42,
DRAGON,fairy tale,42,
DRAGON,castle,38,
DRAGON,cave,30,
DRAGON,knight,27,
DRAGON,scales,25,
DRAGON,sword,23,
DRAGON,china,23,
DRAGON,wings,19,
DRAGON,tail,19,
DRAGON,teeth,14,
DRUGSTORE,medicine,175,
DRUGSTORE,pharmacy,45,
DRUGSTORE,prescription,39,
DRUGSTORE,pain killer,29,
DRUGSTORE,make-up,25,
DRUGSTORE,sick person,23,
DRUGSTORE,doctor,22,
DRUGSTORE,money,22,
DRUGSTORE,pharmacist,19,
DRUGSTORE,magazines,18,
DRUGSTORE,candy,17,
FEET,shoes,147,
FEET,toes,127,
FEET,socks,69,
FEET,nails,43,
FEET,smell,31,
FEET,hands,24,
FEET,walking,20,
FEET,nailpolish,20,
FEET,running,20,
FEET,cream,18,
FEET,floor,17,
FISH,water,81,
FISH,ocean,66,
FISH,food,42,
FISH,fishing rod,27,
FISH,boat,24,
FISH,gill,23,
FISH,river,23,
FISH,scales,22,
FISH,lake,20,
FISH,aquarium,18,
FISH,sushi,18,
FISH,cat,18,
FISH,worm,14,
FLOWER,vase,66,
FLOWER,bee,40,
FLOWER,water,38,
FLOWER,petal,38,
FLOWER,garden,36,
FLOWER,rose,35,
FLOWER,scent,32,
FLOWER,colour,23,
FLOWER,pot,23,
FLOWER,soil,21,
FLOWER,pollen,21,
FLOWER,spring,20,
FLOWER,grass,18,
FLOWER,leaves,18,
FLOWER,sun,17,
FLOWER,stem,17,
FLOWER,tree,14,
FLY,wings,70,
FLY,bird,68,
FLY,airplane,58,
FLY,swatter,42,
FLY,sky,35,
FLY,bug,29,
FLY,fruit,22,
FLY,annoying,21,
FLY,eyes,19,
FLY,spiderweb,18,
FLY,summer,17,
FLY,germs,15,
FLY,garbage,13,
FROG,lilypad,81,
FROG,fly,67,
FROG,pond,58,
FROG,water,55,
FROG,tadpole,44,
FROG,green,41,
FROG,swamp,31,
FROG,hop,27,
FROG,tongue,27,
FROG,princess,26,
FROG,prince,24,
FROG,insect,23,
FROG,croak,17,
FROG,slime,17,
GARAGE,car,224,
GARAGE,tools,48,
GARAGE,house,45,
GARAGE,garbage bins,39,
GARAGE,storage,37,
GARAGE,bicycle,29,
GARAGE,door,22,
GIFT,Christmas,115,
GIFT,wrapping,69,
GIFT,birthday,52,
GIFT,present,39,
GIFT,bow,32,
GIFT,Christmas tree,25,
GIFT,ribbon,24,
GIFT,box,24,
GIFT,santa,21,
GIFT,child,21,
GIFT,cake,18,
GIFT,holiday,17,
GIFT,joy,15,
GIRL,boy,94,
GIRL,long hair,58,
GIRL,dress,46,
GIRL,pink,34,
GIRL,dolls,34,
GIRL,makeup,29,
GIRL,female,29,
GIRL,pretty,22,
GIRL,clothes,21,
GIRL,flowers,21,
GIRL,purse,17,
GIRL,school,15,
GRANNY,old,66,
GRANNY,grandpa,33,
GRANNY,glasses,32,
GRANNY,knitting,31,
GRANNY,food,27,
GRANNY,cookies,25,
GRANNY,cane,24,
GRANNY,grey hair,21,
GRANNY,rocking chair,19,
GRANNY,wrinkles,19,
GRANNY,home,16,
HAMMER,nail,211,
HAMMER,wood,61,
HAMMER,tool,41,
HAMMER,toolbox,25,
HAMMER,screwdriver,24,
HAMMER,metal head,22,
HAMMER,construction,22,
HAMMER,handyman,19,
HAMMER,hand,18,
HAMMER,wall,17,
HANDS,fingers,105,
HANDS,nails,83,
HANDS,feet,54,
HANDS,ring,47,
HANDS,gloves,43,
HANDS,arms,23,
HANDS,pencil,21,
HANDS,nailpolish,19,
HANDS,keyboard,16,
HANDS,legs,16,
HANDS,palms,13,
HONEY,bee,243,
HONEY,sweet ,56,
HONEY,hive,34,
HONEY,bear,31,
HONEY,tea,26,
HONEY,noneycomb,24,
HONEY,bread,22,
HONEY,flower,19,
HONEY,sticky,19,
HONEY,plastic bottle,13,
HORSE,mane,44,
HORSE,farm,40,
HORSE,jockey,39,
HORSE,hooves,34,
HORSE,riding,31,
HORSE,race,28,
HORSE,animal,28,
HORSE,barn,27,
HORSE,horseshoes,27,
HORSE,hay,23,
HORSE,carrot,20,
HORSE,cowboy,19,
HOSPITAL,doctor,127,
HOSPITAL,patient,110,
HOSPITAL,nurse,87,
HOSPITAL,bed,41,
HOSPITAL,needle,35,
HOSPITAL,desease,25,
HOSPITAL,ambulance,24,
HOSPITAL,medicine,23,
HOUSE,family,82,
HOUSE,door,40,
HOUSE,home,38,
HOUSE,window,37,
HOUSE,roof,32,
HOUSE,bed,26,
HOUSE,bricks,26,
HOUSE,kitchen,18,
HOUSE,chimney,17,
HOUSE,furniture,17,
HOUSE,fireplace,17,
ICE-CREAM,cone,85,
ICE-CREAM,cold,62,
ICE-CREAM,chocolate,59,
ICE-CREAM,summer,50,
ICE-CREAM,milk,30,
ICE-CREAM,spoon,28,
ICE-CREAM,vanilla,22,
ICE-CREAM,sprinkles,22,
ICE-CREAM,bowl,21,
ICE-CREAM,tasty,21,
ICE-CREAM,sugar,18,
ICE-CREAM,freezer,16,
ICE-CREAM,truck,15,
ICE-CREAM,child,14,
KEY,lock,151,
KEY,door,143,
KEY,house,71,
KEY,car,39,
KEY,metal,27,
KEY,chain,24,
KEY,open,20,
KEY,treasure chest,16,
KEY,heart,15,
KEY,safe,15,
KING,queen,156,
KING,crown,123,
KING,castle,73,
KING,throne,43,
KING,ruler,22,
KING,princess,21,
KING,prince,17,
KING,power,17,
KING,kingdom,17,
KING,money,16,
KING,knights,14,
KNIFE,fork,95,
KNIFE,steak,48,
KNIFE,spoon,45,
KNIFE,cutting,38,
KNIFE,kitchen,38,
KNIFE,food,37,
KNIFE,murderer,36,
KNIFE,cutting board,27,
KNIFE,plate,26,
KNIFE,blood,26,
KNIFE,sharp,24,
KNIFE,butter,23,
KNIFE,table,19,
KNIFE,metal,19,
KNIFE,bread,18,
KNIFE,dinner,13,
LAMP,light,162,
LAMP,bulb,85,
LAMP,shade,56,
LAMP,table,47,
LAMP,read,28,
LAMP,electricity,27,
LAMP,bright,27,
LAMP,study,19,
LAMP,night,19,
LAMP,switch,17,
LAMP,bedroom,16,
LAMP,house,16,
LEASH,dog,255,
LEASH,collar,51,
LEASH,walk,47,
LEASH,pet,30,
LEASH,cat,26,
LEASH,leather,20,
LEASH,park,18,
LEASH,owner,16,
LEASH,neck,15,
LEASH,control,13,
LETTER,pen,81,
LETTER,paper,73,
LETTER,mail,69,
LETTER,envelope,48,
LETTER,stamp,44,
LETTER,words,34,
LETTER,pencil,21,
LETTER,ink,20,
LETTER,letter opener,20,
LETTER,post office,19,
LETTER,alphabet,19,
LETTER,mailman,19,
LETTER,mailbox,15,
LION,mane ,90,
LION,king,60,
LION,safari,34,
LION,jungle,31,
LION,tiger,31,
LION,Africa,28,
LION,roar,28,
LION,zoo,27,
LION,fur,25,
LION,cub,24,
LION,grassland,18,
LION,meat,18,
LION,teeth,16,
LION,deer,15,
MAN,woman,136,
MAN,car,31,
MAN,children,24,
MAN,hair,24,
MAN,father,24,
MAN,beard,20,
MAN,power,18,
MAN,sport,18,
MAN,tools,18,
MAN,muscles,18,
MECHANIC,car,180,
MECHANIC,tools,81,
MECHANIC,garage,50,
MECHANIC,wrench,39,
MECHANIC,grease,30,
MECHANIC,oil,22,
MECHANIC,hammer,17,
MECHANIC,tire,15,
MECHANIC,fixing,14,
MECHANIC,uniform,14,
MECHANIC,engine,13,
MILK,cow,181,
MILK,cereal,36,
MILK,cookies,30,
MILK,glass ,29,
MILK,carton,26,
MILK,calcium,25,
MILK,cheese,24,
MILK,white,21,
MILK,chocolate,20,
MILK,baby,18,
MILK,goat,17,
MILK,fridge,17,
MILK,jug,17,
MILK,breakfast,17,
MILK,farm,15,
MILK,grocery store,13,
MONKEY,banana,147,
MONKEY,tree,72,
MONKEY,zoo,52,
MONKEY,jungle,43,
MONKEY,fur,25,
MONKEY,circus,21,
MONKEY,tail,18,
MONKEY,human,17,
MONKEY,vines,16,
MOUSE,cheese,142,
MOUSE,trap,81,
MOUSE,cat,80,
MOUSE,house,28,
MOUSE,small size,27,
MOUSE,hole,24,
MOUSE,whiskers,24,
MOUSE,computer,24,
MOUSE,tail,23,
MOUSE,basement,15,
PAPER,pen,83,
PAPER,pencil,82,
PAPER,tree,53,
PAPER,writing,35,
PAPER,printer,31,
PAPER,origami,30,
PAPER,school,22,
PAPER,white,22,
PAPER,book,19,
PAPER,homework,18,
PAPER,scissors,17,
PAPER,letter,16,
PAPER,notes,15,
PENCIL,eraser,115,
PENCIL,paper,96,
PENCIL,lead,62,
PENCIL,pen,62,
PENCIL,school,44,
PENCIL,sharpener,40,
PENCIL,test,37,
PENCIL,writing,31,
PENCIL,case,28,
PENCIL,drawing,17,
PENCIL,desk,16,
PENCIL,hand,16,
PENCIL,wood,16,
PIE,apple,89,
PIE,crust,41,
PIE,cherry,31,
PIE,pumpkin,28,
PIE,fork,27,
PIE,dessert,26,
PIE,oven,25,
PIE,plate,25,
PIE,Thanksgiving,24,
PIE,baker,22,
PIE,whipped cream,20,
PIE,filling,19,
PIE,ice-cream,18,
PIE,blueberry,15,
PILOT,airplane,252,
PILOT,sky,59,
PILOT,flight,44,
PILOT,airport,28,
PILOT,uniform,23,
PILOT,passenger,21,
PILOT,hat,19,
PILOT,flight attendant,18,
PILOT,goggles,17,
PILOT,helicopter,16,
PLATE,food,147,
PLATE,fork,90,
PLATE,knife,51,
PLATE,cup,43,
PLATE,dinner,40,
PLATE,spoon,38,
PLATE,table,37,
PLATE,utensils,22,
PLATE,napkin,20,
PLATE,dishwasher,15,
PLATE,kitchen,13,
POLICE OFFICER,police car,74,
POLICE OFFICER,gun,74,
POLICE OFFICER,law,57,
POLICE OFFICER,badge,51,
POLICE OFFICER,handcuffs,42,
POLICE OFFICER,uniform,40,
POLICE OFFICER,siren,30,
POLICE OFFICER,criminal,29,
POSTMAN,mail,218,
POSTMAN,mailbox,101,
POSTMAN,letter,55,
POSTMAN,dog,47,
POSTMAN,packages,29,
POSTMAN,delivery truck,28,
POSTMAN,stamps,21,
POSTMAN,envelope,17,
POSTMAN,delivery,17,
POSTMAN,bag,15,
POSTMAN,post office,15,
POSTMAN,uniform,14,
PUMPKIN,halloween,177,
PUMPKIN,pie,65,
PUMPKIN,orange,62,
PUMPKIN,seeds,53,
PUMPKIN,autumn,24,
PUMPKIN,farm,23,
PUMPKIN,knife,21,
PUMPKIN,candy,21,
PUMPKIN,jack-o-lantern,18,
PUMPKIN,candle,16,
RABBIT,carrot,103,
RABBIT,hole,57,
RABBIT,fur,48,
RABBIT,grass,34,
RABBIT,ears,28,
RABBIT,hopping,27,
RABBIT,bunny,25,
RABBIT,lettuce ,19,
RABBIT,easter,19,
RABBIT,teeth,17,
RABBIT,cage,16,
RABBIT,pet,16,
RABBIT,tail,15,
RESTAURANT,food,153,
RESTAURANT,waiter,79,
RESTAURANT,chef,34,
RESTAURANT,table,32,
RESTAURANT,money,23,
RESTAURANT,menu,23,
RESTAURANT,plate,22,
RESTAURANT,drink,21,
RIVER,water,141,
RIVER,fish,97,
RIVER,lake,55,
RIVER,rocks,52,
RIVER,current,52,
RIVER,ocean,33,
RIVER,boat,30,
RIVER,forest,29,
RIVER,animals,21,
RIVER,swimming,17,
SANTA,christmas,142,
SANTA,presents,111,
SANTA,reindeer,43,
SANTA,sleigh,43,
SANTA,red coat,37,
SANTA,beard,31,
SANTA,elves,30,
SANTA,cookies,29,
SANTA,hat(cap),21,
SANTA,snow,17,
SANTA,tree,17,
SANTA,chimney,15,
SANTA,children,15,
SCHOOL,teacher,89,
SCHOOL,books,86,
SCHOOL,homework,61,
SCHOOL,students,54,
SCHOOL,test,34,
SCHOOL,learning,32,
SCHOOL,pencil,23,
SCHOOL,desk,23,
SCHOOL,school bus,23,
SCHOOL,friends,21,
SCHOOL,classroom,21,
SCHOOL,blackboard,19,
SCHOOL,lockers,13,
SCISSORS,paper,190,
SCISSORS,cut,60,
SCISSORS,craft,43,
SCISSORS,rock,38,
SCISSORS,sharp,29,
SCISSORS,glue,23,
SCISSORS,knife,19,
SCISSORS,hand,18,
SCISSORS,metal,18,
SCISSORS,artwork,17,
SCISSORS,hair,17,
SCISSORS,school,16,
SCISSORS,blade,16,
SHEEP,wool,181,
SHEEP,farm,61,
SHEEP,lamb,27,
SHEEP,shears,26,
SHEEP,grass,25,
SHEEP,shepard,24,
SHEEP,barn,23,
SHEEP,white,20,
SHEEP,herd,20,
SHEEP,sweater,19,
SHEEP,field,19,
SHEEP,wolf,15,
SHEEP,dogs,14,
SHIP,ocean,112,
SHIP,water,94,
SHIP,sails,49,
SHIP,boat,42,
SHIP,sailor,31,
SHIP,titanic,29,
SHIP,captain,22,
SHIP,anchor,20,
SHIP,cruise ,19,
SHIP,cargo,19,
SHIP,dock,17,
SHIP,pirate,16,
SHIP,fish,15,
SHIP,mast,15,
SHIP,passenger,14,
SHIP,flag,14,
SHOES,laces,118,
SHOES,feet,66,
SHOES,heels,43,
SHOES,socks,42,
SHOES,sneakers,31,
SHOES,running,25,
SHOES,boots,24,
SHOES,mall,21,
SHOES,soles,21,
SHOES,leather,20,
SHOES,ground,19,
SHOES,velcro,19,
SHOES,dirt,18,
SHOES,toes,16,
SHOES,box,15,
SPIDER,web,167,
SPIDER,legs,76,
SPIDER,scare,51,
SPIDER,fly,31,
SPIDER,halloween,22,
SPIDER,insect,21,
SPIDER,bug,20,
SPIDER,shoe,19,
SPIDER,black,18,
SPIDER,house,18,
SPIDER,poison,17,
SPIDER,corner,17,
STUDENT,school,103,
STUDENT,books,79,
STUDENT,teacher,49,
STUDENT,studying,47,
STUDENT,university,42,
STUDENT,pencil,26,
STUDENT,laptop,26,
STUDENT,homework,24,
STUDENT,class,21,
STUDENT,desk,21,
STUDENT,notebook,20,
STUDENT,backpack,20,
TABLE,chair,109,
TABLE,food,66,
TABLE,dinner,64,
TABLE,tablecloth,57,
TABLE,wood,44,
TABLE,plate,32,
TABLE,homework ,26,
TABLE,legs,22,
TABLE,kitchen,18,
TABLE,cutlery,16,
TEACHER,school,90,
TEACHER,apple,77,
TEACHER,students,54,
TEACHER,chalk,46,
TEACHER,blackboard,46,
TEACHER,books,43,
TEACHER,teaching,20,
TEACHER,desk,19,
TEACHER,homework,18,
TEACHER,classroom,18,
TREE,leaves,101,
TREE,forrest,45,
TREE,branches,44,
TREE,bird,38,
TREE,green,28,
TREE,bark,26,
TREE,ground,24,
TREE,roots,22,
TREE,squirrel,20,
TREE,water,19,
TREE,fruit,19,
TREE,nest,18,
TREE,trunk,14,
VASE,flower,247,
VASE,water,112,
VASE,glass,55,
VASE,table,28,
VASE,break,19,
VASE,decoration,18,
VASE,pretty,14,
WAITRESS,restaurant,113,
WAITRESS,food,105,
WAITRESS,tips,56,
WAITRESS,money,45,
WAITRESS,apron,26,
WAITRESS,girl,24,
WAITRESS,plate,23,
WAITRESS,waiter,19,
WAITRESS,notepad,18,
WAITRESS,menu,16,
WAITRESS,drink,15,
WITCH,broom,123,
WITCH,magic,68,
WITCH,halloween,57,
WITCH,cauldron,56,
WITCH,hat,51,
WITCH,long nose,37,
WITCH,wart,26,
WITCH,green,25,
WITCH,evil,24,
WITCH,wand,22,
WITCH,cat,20,
WITCH,wizard,19,
WITCH,robe,15,
WITCH,pumpkin,12,
WOMAN,man,115,
WOMAN,children,36,
WOMAN,dress,31,
WOMAN,mother,29,
WOMAN,long hair,27,
WOMAN,makeup,24,
WOMAN,shoes,20,
WOMAN,jewellery,20,
WOMAN,beauty,19,
WOMAN,purse,18,
WOMAN,clothes,17,
WOMAN,cooking,15,
