COFFEE,mug#cup
COFFEE,sugar
COFFEE,caffeine
COFFEE,beans
COFFEE,morning
COFFEE,coffee_shop#tim_hortons#starbucks
COFFEE,black
COFFEE,tea
COFFEE,breakfast
COFFEE,pastry#donut#biscuit#danish#muffin
COMPUTER,keyboard
COMPUTER,mouse
COMPUTER,screen#monitor
COMPUTER,internet
COMPUTER,laptop
COMPUTER,school
COMPUTER,desk
COMPUTER,speakers
COMPUTER,games
COMPUTER,facebook
COMPUTER,printer
COW,milk
COW,farm
COW,beef#meat
COW,grass#hay
COW,barn
COW,farmer
COW,spots
COW,calf
COW,field#pasture
CROWN,king#monarch
CROWN,queen
CROWN,gold
CROWN,jewels#gems#diamonds
CROWN,royalty
CROWN,castle#palace
CROWN,head
CROWN,princess
CROWN,throne
CROWN,money
DESERT,sand
DESERT,camel
DESERT,cactus
DESERT,heat
DESERT,sun
DESERT,drought
DESERT,water
DESERT,palm_tree
DESERT,pyramids
DIAMOND RING,wedding
DIAMOND RING,money
DIAMOND RING,woman#girl
DIAMOND RING,engagement#proposal
DIAMOND RING,finger
DIAMOND RING,gold
DIAMOND RING,jewels
DIAMOND RING,jewelry
DIAMOND RING,rich_person
DIAMOND RING,box
DIAMOND RING,silver
doctor,hospital
doctor,patient#sick_person
doctor,medicine#pill#drug
doctor,nurse
doctor,white_coat#lab_coat#scrubs#coat#jacket#uniform
doctor,needle#injection#shot#syringe
doctor,stetoscope
doctor,office#clinic
doctor,health
doctor,medical_school
dog,leash
dog,cat
dog,bone
dog,barking
dog,friend#companion
dog,pet
dog,collar
dog,house#home
dog,fur
dog,dogfood#kibble
dog,ball
DOG,kennel#doghouse
dog,toy
dog,walking
DOG,tail
dog,park#garden#yard
dog,treat#biscuit
DRAGON,fire#flame
DRAGON,princess
DRAGON,fairy_tale
DRAGON,castle
DRAGON,cave#den
DRAGON,knight
DRAGON,scales
DRAGON,sword
DRAGON,china
DRAGON,wings
DRAGON,tail
DRAGON,teeth
DRUGSTORE,medicine#drugs#pills
DRUGSTORE,pharmacy
DRUGSTORE,prescription
DRUGSTORE,pain_killer#tylenol#advil
DRUGSTORE,make-up
DRUGSTORE,sick_person
DRUGSTORE,doctor
DRUGSTORE,money
DRUGSTORE,pharmacist
DRUGSTORE,magazines
DRUGSTORE,candy
FEET,shoes
FEET,toes
FEET,socks
FEET,nails
FEET,smell
FEET,hands
FEET,walking
FEET,nailpolish
FEET,running
FEET,cream
FEET,floor
FISH,water
FISH,ocean
FISH,food
FISH,fishing_rod
FISH,boat
FISH,gill
FISH,river
FISH,scales
FISH,lake
FISH,aquarium#fish_tank
FISH,sushi
FISH,cat
FISH,worm
FLOWER,vase
FLOWER,bee
FLOWER,water
FLOWER,petal
FLOWER,garden
FLOWER,rose
FLOWER,scent#smell
FLOWER,colour
FLOWER,pot
FLOWER,soil
FLOWER,pollen
FLOWER,spring
FLOWER,grass
FLOWER,leaves
FLOWER,sun
FLOWER,stem
FLOWER,tree
FLY,wings
FLY,bird
FLY,airplane
FLY,swatter
FLY,sky#air
FLY,bug
FLY,fruit
FLY,annoying
FLY,eyes
FLY,spiderweb
FLY,summer
FLY,germs#infection
FLY,garbage
FROG,lilypad
FROG,fly
FROG,pond
FROG,water
FROG,tadpole
FROG,green
FROG,swamp
FROG,hop#jump#leap
FROG,tongue
FROG,princess
FROG,prince
FROG,insect#bug
FROG,croak#ribbit
FROG,slime
GARAGE,car
GARAGE,tools
GARAGE,house#home#appartment
GARAGE,garbage_bins#trash
GARAGE,storage
GARAGE,bicycle
GARAGE,door
GIFT,Christmas
GIFT,wrapping
GIFT,birthday
GIFT,present
GIFT,bow
GIFT,Christmas_tree
GIFT,ribbon
GIFT,box
GIFT,santa
GIFT,child
GIFT,cake
GIFT,holiday
GIFT,joy
GIRL,boy
GIRL,long_hair
GIRL,dress
GIRL,pink
GIRL,dolls#barbie
GIRL,makeup
GIRL,female
GIRL,pretty#cute
GIRL,clothes
GIRL,flowers
GIRL,purse
GIRL,school
GRANNY,old
GRANNY,grandpa
GRANNY,glasses
GRANNY,knitting
GRANNY,food
GRANNY,cookies
GRANNY,cane
GRANNY,grey_hair
GRANNY,rocking_chair
GRANNY,wrinkles
GRANNY,home
HAMMER,nail
HAMMER,wood
HAMMER,tool
HAMMER,toolbox
HAMMER,screwdriver
HAMMER,metal_head
HAMMER,construction
HAMMER,handyman
HAMMER,hand
HAMMER,wall
HANDS,fingers
HANDS,nails
HANDS,feet
HANDS,ring
HANDS,gloves#mittens
HANDS,arms
HANDS,pencil
HANDS,nailpolish
HANDS,keyboard
HANDS,legs
HANDS,palms
HONEY,bee
HONEY,sweet
HONEY,hive#nest
HONEY,bear
HONEY,tea
HONEY,noneycomb
HONEY,bread#toast#bagel
HONEY,flower
HONEY,sticky
HONEY,plastic_bottle#jar
HORSE,mane
HORSE,farm
HORSE,jockey#rider
HORSE,hooves
HORSE,riding
HORSE,race
HORSE,animal
HORSE,barn
HORSE,horseshoes
HORSE,hay
HORSE,carrot
HORSE,cowboy
HOSPITAL,doctor
HOSPITAL,patient
HOSPITAL,nurse
HOSPITAL,bed
HOSPITAL,needle
HOSPITAL,desease#illness
HOSPITAL,ambulance
HOSPITAL,medicine
HOUSE,family
HOUSE,door
HOUSE,home
HOUSE,window
HOUSE,roof
HOUSE,bed
HOUSE,bricks
HOUSE,kitchen
HOUSE,chimney
HOUSE,furniture
HOUSE,fireplace
ICE-CREAM,cone
ICE-CREAM,cold
ICE-CREAM,chocolate
ICE-CREAM,summer
ICE-CREAM,milk#cream
ICE-CREAM,spoon
ICE-CREAM,vanilla
ICE-CREAM,sprinkles
ICE-CREAM,bowl
ICE-CREAM,tasty
ICE-CREAM,sugar
ICE-CREAM,freezer#fridge
ICE-CREAM,truck
ICE-CREAM,child#kid
KEY,lock
KEY,door
KEY,house
KEY,car
KEY,metal
KEY,chain
KEY,open#unlock
KEY,treasure_chest
KEY,heart
KEY,safe
KING,queen
KING,crown
KING,castle#palace
KING,throne
KING,ruler#leader
KING,princess
KING,prince
KING,power
KING,kingdom
KING,money
KING,knights
KNIFE,fork
KNIFE,steak#meat
KNIFE,spoon
KNIFE,cutting#chopping
KNIFE,kitchen
KNIFE,food
KNIFE,murderer#killer
KNIFE,cutting_board
KNIFE,plate#dish
KNIFE,blood
KNIFE,sharp
KNIFE,butter
KNIFE,table
KNIFE,metal#steel
KNIFE,bread
KNIFE,dinner#meal
LAMP,light
LAMP,bulb
LAMP,shade
LAMP,table#desk
LAMP,read
LAMP,electricity
LAMP,bright
LAMP,study
LAMP,night
LAMP,switch
LAMP,bedroom
LAMP,house#home
LEASH,dog
LEASH,collar
LEASH,walk
LEASH,pet
LEASH,cat
LEASH,leather
LEASH,park
LEASH,owner
LEASH,neck
LEASH,control
LETTER,pen
LETTER,paper
LETTER,mail
LETTER,envelope
LETTER,stamp
LETTER,words
LETTER,pencil
LETTER,ink
LETTER,letter_opener
LETTER,post_office
LETTER,alphabet
LETTER,mailman
LETTER,mailbox
LION,mane
LION,king
LION,safari
LION,jungle
LION,tiger
LION,Africa
LION,roar
LION,zoo
LION,fur
LION,cub
LION,grassland#savannah
LION,meat
LION,teeth
LION,deer#antelope#gazelle
MAN,woman
MAN,car#truck
MAN,children
MAN,hair
MAN,father
MAN,beard
MAN,power
MAN,sport
MAN,tools#hammer
MAN,muscles
MECHANIC,car#machine
MECHANIC,tools
MECHANIC,garage#autoshop#workshop
MECHANIC,wrench
MECHANIC,grease#dirt
MECHANIC,oil
MECHANIC,hammer
MECHANIC,tire
MECHANIC,fixing
MECHANIC,uniform#jumpsuit#overalls
MECHANIC,engine
MILK,cow
MILK,cereal
MILK,cookies
MILK,glass#cup
MILK,carton#bag#container
MILK,calcium
MILK,cheese
MILK,white
MILK,chocolate
MILK,baby
MILK,goat
MILK,fridge
MILK,jug
MILK,breakfast
MILK,farm
MILK,grocery_store
MONKEY,banana
MONKEY,tree
MONKEY,zoo
MONKEY,jungle#rainforest
MONKEY,fur#hair
MONKEY,circus
MONKEY,tail
MONKEY,human
MONKEY,vines
MOUSE,cheese
MOUSE,trap
MOUSE,cat
MOUSE,house
MOUSE,small_size
MOUSE,hole
MOUSE,whiskers
MOUSE,computer
MOUSE,tail
MOUSE,basement
PAPER,pen
PAPER,pencil
PAPER,tree
PAPER,writing
PAPER,printer
PAPER,origami
PAPER,school
PAPER,white
PAPER,book
PAPER,homework
PAPER,scissors
PAPER,letter#stationary
PAPER,notes#notebook
PENCIL,eraser
PENCIL,paper
PENCIL,lead#graphite
PENCIL,pen
PENCIL,school
PENCIL,sharpener
PENCIL,test#exam
PENCIL,writing
PENCIL,case
PENCIL,drawing
PENCIL,desk#table
PENCIL,hand
PENCIL,wood
PIE,apple
PIE,crust
PIE,cherry
PIE,pumpkin
PIE,fork
PIE,dessert
PIE,oven
PIE,plate
PIE,Thanksgiving
PIE,baker
PIE,whipped_cream
PIE,filling
PIE,ice-cream
PIE,blueberry
PILOT,airplane
PILOT,sky#air
PILOT,flight
PILOT,airport
PILOT,uniform
PILOT,passenger
PILOT,hat#cap
PILOT,flight_attendant
PILOT,goggles
PILOT,helicopter
PLATE,food
PLATE,fork
PLATE,knife
PLATE,cup
PLATE,dinner#meal
PLATE,spoon
PLATE,table
PLATE,utensils
PLATE,napkin
PLATE,dishwasher
PLATE,kitchen
POLICE OFFICER,police_car
POLICE OFFICER,gun
POLICE OFFICER,law
POLICE OFFICER,badge
POLICE OFFICER,handcuffs
POLICE OFFICER,uniform
POLICE OFFICER,siren
POLICE OFFICER,criminal
POSTMAN,mail
POSTMAN,mailbox
POSTMAN,letter
POSTMAN,dog
POSTMAN,packages#boxes#parcel
POSTMAN,delivery_truck#car
POSTMAN,stamps
POSTMAN,envelope
POSTMAN,delivery
POSTMAN,bag#satchel
POSTMAN,post_office
POSTMAN,uniform#shorts
PUMPKIN,halloween
PUMPKIN,pie
PUMPKIN,orange
PUMPKIN,seeds
PUMPKIN,autumn
PUMPKIN,farm#patch#field
PUMPKIN,knife
PUMPKIN,candy
PUMPKIN,jack-o-lantern
PUMPKIN,candle#light
RABBIT,carrot
RABBIT,hole#burrow
RABBIT,fur
RABBIT,grass
RABBIT,ears
RABBIT,hopping#jumping
RABBIT,bunny
RABBIT,lettuce
RABBIT,easter
RABBIT,teeth
RABBIT,cage
RABBIT,pet
RABBIT,tail
RESTAURANT,food
RESTAURANT,waiter#waitress
RESTAURANT,chef
RESTAURANT,table
RESTAURANT,money
RESTAURANT,menu
RESTAURANT,plate#dish
RESTAURANT,drink
RIVER,water
RIVER,fish
RIVER,lake
RIVER,rocks#stones
RIVER,current#flow
RIVER,ocean
RIVER,boat#canoe#kayak
RIVER,forest#trees
RIVER,animals#wildlife
RIVER,swimming
SANTA,christmas
SANTA,presents#gifts
SANTA,reindeer
SANTA,sleigh#sled
SANTA,red_coat#suit
SANTA,beard
SANTA,elves
SANTA,cookies
SANTA,hat#cap
SANTA,snow
SANTA,tree
SANTA,chimney
SANTA,children
SCHOOL,teacher
SCHOOL,books
SCHOOL,homework
SCHOOL,students#children
SCHOOL,test#exam
SCHOOL,learning
SCHOOL,pencil
SCHOOL,desk
SCHOOL,school_bus
SCHOOL,friends#classmates
SCHOOL,classroom
SCHOOL,blackboard
SCHOOL,lockers
SCISSORS,paper
SCISSORS,cut
SCISSORS,craft
SCISSORS,rock
SCISSORS,sharp
SCISSORS,glue
SCISSORS,knife
SCISSORS,hand
SCISSORS,metal
SCISSORS,artwork
SCISSORS,hair
SCISSORS,school
SCISSORS,blade
SHEEP,wool#fur
SHEEP,farm
SHEEP,lamb
SHEEP,shears#scissors
SHEEP,grass#hay
SHEEP,shepard#herder
SHEEP,barn
SHEEP,white
SHEEP,herd#flock
SHEEP,sweater
SHEEP,field#pasture#meadow
SHEEP,wolf
SHEEP,dogs
SHIP,ocean
SHIP,water
SHIP,sails
SHIP,boat
SHIP,sailor#crew
SHIP,titanic
SHIP,captain
SHIP,anchor
SHIP,cruise
SHIP,cargo#goods#merchandise
SHIP,dock#harbour#port
SHIP,pirate
SHIP,fish
SHIP,mast#plank
SHIP,passenger
SHIP,flag
SHOES,laces#shoelaces
SHOES,feet
SHOES,heels#high_heels
SHOES,socks
SHOES,sneakers#Nike#Converse
SHOES,running
SHOES,boots
SHOES,mall#store#Holt_Renfrew
SHOES,soles
SHOES,leather
SHOES,ground#floor
SHOES,velcro
SHOES,dirt#mud
SHOES,toes
SHOES,box#shoebox
SPIDER,web#net#cob
SPIDER,legs
SPIDER,scare#fear
SPIDER,fly
SPIDER,halloween
SPIDER,insect
SPIDER,bug
SPIDER,shoe
SPIDER,black
SPIDER,house
SPIDER,poison#venom
SPIDER,corner
STUDENT,school
STUDENT,books#textbooks
STUDENT,teacher
STUDENT,studying#learning#getting_education
STUDENT,university#college
STUDENT,pencil
STUDENT,laptop#computer
STUDENT,homework#assignment
STUDENT,class
STUDENT,desk
STUDENT,notebook
STUDENT,backpack
TABLE,chair
TABLE,food
TABLE,dinner#meal
TABLE,tablecloth
TABLE,wood
TABLE,plate#dish
TABLE,homework
TABLE,legs
TABLE,kitchen
TABLE,cutlery
TEACHER,school
TEACHER,apple
TEACHER,students#class
TEACHER,chalk
TEACHER,blackboard#whiteboard
TEACHER,books
TEACHER,teaching
TEACHER,desk
TEACHER,homework
TEACHER,classroom
TREE,leaves
TREE,forrest#wood
TREE,branches
TREE,bird
TREE,green
TREE,bark
TREE,ground#earth#soil
TREE,roots
TREE,squirrel
TREE,water
TREE,fruit
TREE,nest
TREE,trunk
VASE,flower
VASE,water
VASE,glass#crystal
VASE,table
VASE,break
VASE,decoration
VASE,pretty
WAITRESS,restaurant
WAITRESS,food
WAITRESS,tips
WAITRESS,money
WAITRESS,apron
WAITRESS,girl
WAITRESS,plate
WAITRESS,waiter
WAITRESS,notepad#paper
WAITRESS,menu
WAITRESS,drink
WITCH,broom#broomstick#besom
WITCH,magic#spell
WITCH,halloween
WITCH,cauldron#pot
WITCH,hat
WITCH,long_nose#pointy_nose
WITCH,wart
WITCH,green
WITCH,evil
WITCH,wand
WITCH,cat
WITCH,wizard
WITCH,robe#coat#dark_clothing
WITCH,pumpkin
WOMAN,man
WOMAN,children
WOMAN,dress
WOMAN,mother
WOMAN,long_hair
WOMAN,makeup#mascara#lipstick
WOMAN,shoes
WOMAN,jewellery
WOMAN,beauty
WOMAN,purse
WOMAN,clothes
WOMAN,cooking
