Wordpair,GoldSimilarity,WW,CC,BB,WC,CW
axe-handle,15,0.7638949155807495,0.5478320121765137,-0.13705064356327057,-0.6260805726051331,-0.7740152478218079
baby-crying,63,0.854036271572113,0.8616153001785278,0.6318123936653137,-0.6689382195472717,-0.6914797425270081
baby-crib,54,0.7873623371124268,0.7600429654121399,-0.00949321873486042,-0.7941285371780396,-0.7579318284988403
baby-mother,52,0.8036062717437744,0.7542394399642944,0.7229518294334412,-0.09043888747692108,-0.20649535953998566
baby-bottle,42,0.8312830328941345,0.8019425272941589,0.41678348183631897,-0.6174665093421936,-0.7356465458869934
baby-small,32,0.43029117584228516,0.18954113125801086,-0.1576494574546814,-0.36835044622421265,-0.5302535891532898
baby-cute,30,0.7286325097084045,0.7563339471817017,-0.07816880196332932,-0.8049066662788391,-0.7276142239570618
baby-blanket,29,0.7698500752449036,0.7859318852424622,0.04697088524699211,-0.7838200330734253,-0.7523283362388611
baby-milk,25,0.6342017650604248,0.5201333165168762,-0.27421215176582336,-0.7218403816223145,-0.76850825548172
baby-toy,20,0.7985798120498657,0.7567782998085022,0.11152758449316025,-0.7270712852478027,-0.7592689394950867
bag-wallet,82,0.8999558091163635,0.873707115650177,0.019375674426555634,-0.9297897219657898,-0.8373379111289978
bag-shopping,42,0.9071730375289917,0.749205470085144,-0.550582766532898,-0.9548172354698181,-0.8985667824745178
bag-plastic,36,0.8221654891967773,0.6488681435585022,0.41006743907928467,-0.44996505975723267,-0.5952029228210449
bag-book,35,0.6395472288131714,0.49704188108444214,0.13910892605781555,-0.42587196826934814,-0.5533643364906311
bag-paper,31,0.7511668801307678,0.5753592848777771,0.3851175606250763,-0.35107916593551636,-0.5532923340797424
bag-school,29,0.5676456093788147,0.28969714045524597,-0.13418030738830566,-0.38809454441070557,-0.6334140300750732
bag-handles,25,0.929632306098938,0.8433240056037903,0.12798042595386505,-0.8916943669319153,-0.8299390077590942
bag-computer,19,0.6567830443382263,0.5221198797225952,0.26320967078208923,-0.37163883447647095,-0.4960029125213623
bag-woman,19,0.7115687131881714,0.609130859375,0.44038310647010803,-0.36814120411872864,-0.46151143312454224
bag-zipper,19,0.8709266185760498,0.8389663696289062,-0.06241009384393692,-0.9311478137969971,-0.8067416548728943
bag-hand,18,0.7965630292892456,0.6501772999763489,0.6054466962814331,-0.34452685713768005,-0.456108957529068
baker-bread,118,0.6647347211837769,0.3126989006996155,-0.3749717175960541,-0.6630332469940186,-0.8146254420280457
baker-cake,85,0.8036916255950928,0.74288409948349,0.005384291056543589,-0.7880673408508301,-0.7557312250137329
baker-oven,44,0.7492017149925232,0.7111682891845703,-0.1685173660516739,-0.8291201591491699,-0.7485617995262146
baker-cookies,40,0.738878071308136,0.7040553689002991,-0.3754868507385254,-0.8372368216514587,-0.8070399165153503
baker-bakery,35,0.8082634806632996,0.7517615556716919,0.00936619658023119,-0.8174664974212646,-0.7372577786445618
baker-flour,34,0.708166241645813,0.6039620637893677,-0.5459041595458984,-0.8521355986595154,-0.8462627530097961
baker-pie,22,0.8212106227874756,0.7796898484230042,0.20651580393314362,-0.7388696670532227,-0.7319956421852112
baker-dough,19,0.7553414106369019,0.6636347770690918,-0.46875837445259094,-0.8659892082214355,-0.8043469786643982
baker-apron,17,0.773749828338623,0.7867259383201599,0.012549509294331074,-0.8060945272445679,-0.7470847368240356
baker-pastries,16,0.7585935592651367,0.7476662397384644,-0.06543784588575363,-0.8012319207191467,-0.7510601282119751
baker-hat,16,0.7752112150192261,0.674957275390625,-0.06073804944753647,-0.766351044178009,-0.738486111164093
ball-basketball,49,0.6666834354400635,0.30957159399986267,0.1679643988609314,-0.5979770421981812,-0.13438256084918976
ball-sport,43,0.5111337900161743,0.2787158787250519,0.11673320084810257,-0.31915485858917236,-0.18190732598304749
ball-net,31,0.711709201335907,0.5672788619995117,0.5182980895042419,-0.09170914441347122,0.056956034153699875
ball-game,30,0.7629776000976562,0.6851149201393127,0.6312941312789917,0.03233904391527176,0.1521921008825302
ball-dog,29,0.7274125218391418,0.5333043932914734,0.49050581455230713,-0.2629389762878418,-0.008987242355942726
ball-baseball,29,0.6309972405433655,0.46528035402297974,0.33893606066703796,-0.20642954111099243,-0.06704333424568176
ball-bouncing,26,0.6442635655403137,0.2202940732240677,-0.2695969045162201,-0.6996828317642212,-0.34062469005584717
ball-soccer,25,0.6152392029762268,0.30545321106910706,0.04876745864748955,-0.5854092836380005,-0.2651048004627228
ball-basket,22,0.7201454639434814,0.36245742440223694,0.5113364458084106,-0.6105943918228149,-0.16630399227142334
ball-park,18,0.5152958035469055,0.33833950757980347,0.20326751470565796,-0.24117529392242432,-0.08212468028068542
ball-beach,17,0.7254839539527893,0.45840293169021606,0.42244356870651245,-0.30049780011177063,-0.06136998161673546
bank-money,275,0.6851567029953003,0.46423959732055664,0.2900637686252594,-0.2873173654079437,-0.23820503056049347
bank-robber,48,0.6781819462776184,0.44306302070617676,-0.4760962426662445,-0.7792456150054932,-0.5846357941627502
bank-atm,23,0.7382360696792603,0.5441495776176453,0.2654176354408264,-0.4823288023471832,-0.4042772352695465
bank-safe,20,0.7316805720329285,0.43578600883483887,0.24561218917369843,-0.39579376578330994,-0.29411816596984863
bank-investment,16,0.7924976348876953,0.7064148783683777,0.5943577289581299,-0.1586739420890808,-0.033196255564689636
bank-guard,15,0.8349586725234985,0.6844878196716309,0.5901861786842346,-0.26708969473838806,-0.18417009711265564
bank-loan,14,0.8466386795043945,0.7070001363754272,0.6507670879364014,-0.28681230545043945,-0.2050340473651886
bank-customer,14,0.816439151763916,0.6495512127876282,0.5143868327140808,-0.3861922323703766,-0.256093829870224
bank-cheque,12,0.660915195941925,0.4594205617904663,-0.4065536856651306,-0.7661668658256531,-0.6001445055007935
barn-horse,95,0.7989783883094788,0.6958898305892944,0.135289266705513,-0.6497511863708496,-0.7768351435661316
barn-cow,94,0.8921478986740112,0.854015052318573,-0.2147180140018463,-0.8929974436759949,-0.9188187718391418
barn-hay,72,0.9644328951835632,0.966918408870697,0.4767463803291321,-0.946587085723877,-0.8968379497528076
barn-animals,54,0.6855545043945312,0.559065580368042,0.31420964002609253,-0.4684893488883972,-0.5776544809341431
barn-farm,46,0.7554448246955872,0.6585696935653687,-0.10739338397979736,-0.690658688545227,-0.7793998122215271
barn-pig,34,0.9661152362823486,0.9349506497383118,0.2973087728023529,-0.9020912647247314,-0.9369114637374878
barn-farmer,24,0.9233067035675049,0.8406374454498291,0.019655741751194,-0.8502135872840881,-0.9075194001197815
barn-chicken,20,0.947999894618988,0.9143124222755432,0.6452283263206482,-0.7977519631385803,-0.8444935083389282
barn-wood,19,0.7593380808830261,0.596674919128418,0.3501003086566925,-0.4850342869758606,-0.6700890064239502
barn-tractor,17,0.9673672914505005,0.9550720453262329,0.5223982334136963,-0.911474883556366,-0.9005927443504333
barn-red,16,0.6512752771377563,0.4983142912387848,0.3724544048309326,-0.3751266300678253,-0.5264360308647156
beach-sand,169,0.8361760973930359,0.683512270450592,0.3499946892261505,-0.5665697455406189,-0.526630699634552
beach-sun,72,0.7046512365341187,0.5394764542579651,0.3910284638404846,-0.22373144328594208,-0.29014456272125244
beach-water,58,0.6065090298652649,0.3514622151851654,0.20240488648414612,-0.23313473165035248,-0.34056493639945984
beach-ball,41,0.7254839539527893,0.45840293169021606,0.42244356870651245,-0.06136998161673546,-0.30049780011177063
beach-summer,34,0.7589874267578125,0.6883494257926941,0.618849515914917,-0.17685307562351227,-0.16929741203784943
beach-ocean,27,0.8578648567199707,0.7670551538467407,0.683160126209259,-0.18795907497406006,-0.25464412569999695
beach-towel,23,0.8285632729530334,0.6153980493545532,-0.17854948341846466,-0.8610807657241821,-0.685691237449646
beach-bikini,18,0.8285074830055237,0.639725923538208,-0.1866067796945572,-0.8575572967529297,-0.6946126222610474
beach-swimming,17,0.8741902709007263,0.7381281852722168,0.4029245376586914,-0.6587849259376526,-0.58502197265625
beak-bird,200,0.8748276233673096,0.7351381182670593,0.17442777752876282,-0.6913095116615295,-0.8466394543647766
beak-worm,48,0.9677151441574097,0.9047138690948486,0.2276592254638672,-0.9095081686973572,-0.9166836738586426
beak-duck,35,0.9238600134849548,0.8859607577323914,-0.06359204649925232,-0.8837972283363342,-0.942132294178009
beak-nest,25,0.8994805216789246,0.8937855362892151,-0.06538626551628113,-0.8822652697563171,-0.9284586906433105
beak-seeds,25,0.8721650838851929,0.6429925560951233,0.1778780221939087,-0.6189156770706177,-0.8149411678314209
beak-food,20,0.6951041221618652,0.4794923663139343,-0.007204929366707802,-0.47585421800613403,-0.7027547955513
beak-peck,18,0.9564386010169983,0.9474741220474243,0.15403932332992554,-0.9543799161911011,-0.9259617328643799
beak-sharp,18,0.8966137766838074,0.6838632822036743,-0.14607875049114227,-0.7408024072647095,-0.8963218331336975
bear-forest,70,0.603140652179718,0.46626701951026917,-0.05914914608001709,-0.5842923521995544,-0.5786101818084717
bear-fur,52,0.7769374251365662,0.6434329748153687,0.26600563526153564,-0.5918586254119873,-0.6118555665016174
bear-fish,38,0.6412610411643982,0.4784722328186035,0.17178215086460114,-0.3878130614757538,-0.42020922899246216
bear-claws,37,0.8011051416397095,0.7138563990592957,0.3920488953590393,-0.5555893182754517,-0.6036353707313538
bear-honey,30,0.7845420837402344,0.6163915991783142,0.13550539314746857,-0.6730754375457764,-0.6152030229568481
bear-cub,29,0.657314658164978,0.6623871326446533,-0.29700836539268494,-0.8037609457969666,-0.7272569537162781
bear-tree,28,0.7798070907592773,0.6264562010765076,0.440230131149292,-0.26141971349716187,-0.37873050570487976
bear-berries,24,0.7139031887054443,0.6120014786720276,-0.09121578186750412,-0.7408918738365173,-0.6662781834602356
bear-camping,23,0.718521237373352,0.5843831300735474,-0.46125519275665283,-0.8201246857643127,-0.7369863986968994
bear-brown,21,0.7015472054481506,0.5534672141075134,0.2629781663417816,-0.43039876222610474,-0.38891419768333435
bear-big,21,0.806191086769104,0.634046733379364,0.4672103524208069,-0.30601608753204346,-0.36635345220565796
bear-fear,20,0.8234569430351257,0.6993467211723328,0.621338963508606,-0.1650569587945938,-0.2929590344429016
bear-cave,19,0.8049033880233765,0.6560519933700562,0.37087664008140564,-0.4788857102394104,-0.5146575570106506
bear-teeth,18,0.8103698492050171,0.6815135478973389,0.5320827960968018,-0.28790614008903503,-0.4349527060985565
bed-pillow,122,0.8271700143814087,0.7923957109451294,0.2923334240913391,-0.7845389246940613,-0.6351910829544067
bed-sleep,111,0.8670812845230103,0.7540237903594971,0.5611429810523987,-0.3801289200782776,-0.4170186221599579
bed-sheets,69,0.705751359462738,0.5684837698936462,-0.04384962096810341,-0.6464939713478088,-0.68283611536026
bed-blanket,63,0.8111037611961365,0.7155721187591553,-0.19846415519714355,-0.8515163660049438,-0.7579348087310791
bed-rest,29,0.7713710069656372,0.5530715584754944,0.45462363958358765,-0.22421489655971527,-0.36782175302505493
bed-bedroom,24,0.9285069704055786,0.8770650625228882,0.7811853289604187,-0.6398504376411438,-0.5912619233131409
bed-house,19,0.7656686305999756,0.6437384486198425,0.5070849657058716,-0.20591245591640472,-0.3151581883430481
bed-night,19,0.8419106006622314,0.6824138760566711,0.6573981046676636,-0.09659816324710846,-0.2686532735824585
bed-mattress,18,0.8019372224807739,0.682775616645813,-0.24384713172912598,-0.8739118576049805,-0.7367824912071228
bed-duvet,15,0.6986302137374878,0.6587362885475159,-0.3243723213672638,-0.8750361800193787,-0.7294888496398926
bee-honey,168,0.9698201417922974,0.9101589322090149,0.7849140763282776,-0.7609004378318787,-0.679928183555603
bee-hive,86,0.9220760464668274,0.828319787979126,0.10150468349456787,-0.9052178263664246,-0.8042824864387512
bee-sting,57,0.9334422945976257,0.8267461657524109,0.055794332176446915,-0.9187981486320496,-0.8273667097091675
bee-flower,53,0.9159916043281555,0.8821940422058105,0.638015866279602,-0.6511738896369934,-0.6273234486579895
bee-yellow,27,0.7968705296516418,0.7387974858283997,0.5122937560081482,-0.4925437867641449,-0.45425328612327576
bee-comb,22,0.9457296133041382,0.8355283141136169,0.2718657851219177,-0.902885377407074,-0.7935676574707031
bee-pollen,17,0.9495304226875305,0.8926078081130981,0.6537898778915405,-0.7672200202941895,-0.6527689099311829
bee-stripes,16,0.9292038083076477,0.8245643973350525,0.4131143391132355,-0.754813015460968,-0.7257516384124756
bee-bear,15,0.7953513860702515,0.6791414022445679,0.30318683385849,-0.6041707992553711,-0.569238543510437
bee-black,14,0.6799100637435913,0.4046232998371124,0.3348541259765625,-0.237181156873703,-0.392553448677063
bee-queen,13,0.5983853936195374,0.40397629141807556,-0.3010990023612976,-0.6419206857681274,-0.7108408212661743
beer-alcohol,66,0.7820435166358948,0.7060912847518921,0.35802197456359863,-0.4978724420070648,-0.5086225867271423
beer-cup,58,0.7938916683197021,0.6896018385887146,0.34072569012641907,-0.4780484437942505,-0.5468218922615051
beer-bar,51,0.5593298077583313,0.44707226753234863,0.05960497260093689,-0.4446386992931366,-0.46288517117500305
beer-party,47,0.6019622087478638,0.44003018736839294,0.09567496180534363,-0.35421761870384216,-0.5332291722297668
beer-bottle,36,0.856415867805481,0.768642246723175,0.3530982434749603,-0.6764034628868103,-0.7305801510810852
beer-drink,29,0.8213796019554138,0.6078112721443176,0.278699666261673,-0.4650256633758545,-0.6232253313064575
beer-wine,22,0.8895795941352844,0.8292901515960693,0.6841133832931519,-0.39130741357803345,-0.5237749814987183
beer-belly,17,0.7791264653205872,0.6836483478546143,-0.3181394636631012,-0.8378864526748657,-0.7985548377037048
beer-keg,15,0.7878351211547852,0.7201300263404846,-0.34940600395202637,-0.8812296390533447,-0.7883722186088562
beer-foam,13,0.8123440146446228,0.7191708087921143,-0.10478603094816208,-0.8107776641845703,-0.7695855498313904
beer-chips,12,0.8710740804672241,0.6796556115150452,0.46326327323913574,-0.39139798283576965,-0.5703940987586975
bird-fly,66,0.7282717227935791,0.45018890500068665,-0.01399001944810152,-0.5746330618858337,-0.6232596039772034
bird-nest,51,0.8909195065498352,0.7834804654121399,0.5023836493492126,-0.7203294038772583,-0.5528924465179443
bird-wings,46,0.8056491017341614,0.6556495428085327,0.3507356345653534,-0.44332823157310486,-0.547074556350708
bird-sky,44,0.8590258955955505,0.7294624447822571,0.5691474676132202,-0.3492380976676941,-0.39026227593421936
bird-tree,42,0.900502622127533,0.7835192084312439,0.7638788819313049,-0.17116884887218475,-0.2967846095561981
bird-egg,39,0.8900799751281738,0.8235163688659668,0.5989120602607727,-0.48282474279403687,-0.5699861645698547
bird-worm,38,0.8426303267478943,0.7689403295516968,0.24179938435554504,-0.7674037218093872,-0.6972871422767639
bird-feather,35,0.8646108508110046,0.8184823393821716,0.4478142261505127,-0.7356688976287842,-0.683006763458252
bird-beak,34,0.8748276233673096,0.7351381182670593,0.17442777752876282,-0.8466394543647766,-0.6913095116615295
bird-sing,28,0.7837576866149902,0.6267765164375305,0.18762695789337158,-0.5943764448165894,-0.5783137679100037
bird-seeds,28,0.8392583727836609,0.7558718323707581,0.5305481553077698,-0.3751588761806488,-0.49470338225364685
bird-cat,19,0.922532856464386,0.7908727526664734,0.6747009754180908,-0.3108291029930115,-0.4850907027721405
bird-cage,17,0.8437157869338989,0.7472106218338013,0.11064509302377701,-0.8082137703895569,-0.7210049033164978
boat-water,167,0.6315680742263794,0.4448491334915161,0.3257696330547333,-0.1765868067741394,-0.2833465039730072
boat-ocean,47,0.8334234952926636,0.7013664841651917,0.5589618682861328,-0.20657005906105042,-0.3639754354953766
boat-sails,43,0.8006494045257568,0.7576007843017578,0.07293502986431122,-0.7846176028251648,-0.7365087270736694
boat-fish,38,0.588138222694397,0.47894448041915894,0.055634696036577225,-0.5025469064712524,-0.46696245670318604
boat-lake,30,0.8335316777229309,0.7699771523475647,0.6036811470985413,-0.30952131748199463,-0.28872010111808777
boat-river,23,0.786374032497406,0.7082729935646057,0.6297208666801453,-0.10820527374744415,-0.2021893411874771
boat-motor,20,0.7930997610092163,0.6518614292144775,0.2286258488893509,-0.6000199317932129,-0.543283998966217
boat-anchor,16,0.8918246626853943,0.8655118346214294,0.6970430612564087,-0.4681728482246399,-0.5378491878509521
boat-captain,16,0.7502079606056213,0.6589729189872742,0.4367024600505829,-0.2926408052444458,-0.35051223635673523
boat-dock,15,0.7969426512718201,0.7576316595077515,0.09847458451986313,-0.7680801153182983,-0.728630006313324
boat-paddles,15,0.6998034715652466,0.6834638714790344,-0.3333953022956848,-0.8609492778778076,-0.7572087049484253
boat-tubing,13,0.8357565402984619,0.7445565462112427,0.18033403158187866,-0.7889657616615295,-0.6783298254013062
boat-summer,11,0.7453705668449402,0.6384388208389282,0.49779096245765686,-0.18639467656612396,-0.31450438499450684
bone-dog,134,0.7382214665412903,0.6622932553291321,0.2727307379245758,-0.5149055123329163,-0.47892341017723083
bone-skeleton,67,0.887331485748291,0.8898228406906128,0.7893655896186829,-0.38977429270744324,-0.5851501822471619
bone-body,44,0.781673014163971,0.6188290119171143,0.589569091796875,-0.06735013425350189,-0.22797687351703644
bone-marrow,30,0.7984988689422607,0.7130008935928345,0.16733083128929138,-0.7708781957626343,-0.6227027177810669
bone-strong,23,0.6454615592956543,0.44611042737960815,0.24529805779457092,-0.26861900091171265,-0.3887173533439636
bone-dinosaur,22,0.848928689956665,0.7571260929107666,0.5197373032569885,-0.3654780387878418,-0.55245441198349
bone-broken,21,0.7636963129043579,0.5953258872032166,0.2373196929693222,-0.4907832145690918,-0.5244602560997009
bone-milk,20,0.9139847159385681,0.8875698447227478,0.7792531251907349,-0.38837629556655884,-0.3984062969684601
bone-cast,19,0.6194915175437927,0.40461987257003784,-0.05498380959033966,-0.507094144821167,-0.6090227365493774
bone-muscles,19,0.9137380123138428,0.8787236213684082,0.7984263300895691,-0.501112699508667,-0.47594520449638367
book-page,66,0.8012784719467163,0.7662780284881592,0.7394255995750427,0.07155543565750122,-0.0151309072971344
book-reading,50,0.8081839084625244,0.686985969543457,0.6912175416946411,-0.0009240609942935407,-0.006951788440346718
book-paper,47,0.7304747104644775,0.6346123814582825,0.5495440363883972,-0.023552121594548225,-0.11764608323574066
book-words,27,0.6574285626411438,0.5807496905326843,0.4883711338043213,-0.03580743074417114,-0.08624331653118134
book-library,27,0.6679040789604187,0.5309406518936157,0.3996331989765167,-0.15367016196250916,-0.15805518627166748
book-school,23,0.5127996206283569,0.3817299008369446,0.2067531943321228,-0.13176365196704865,-0.2488318383693695
book-author,23,0.8343027234077454,0.780556857585907,0.7747857570648193,0.10974124819040298,0.08447233587503433
book-cover,19,0.5357117652893066,0.4493415057659149,0.2308756411075592,-0.3108856976032257,-0.2388158142566681
book-glasses,19,0.6215227246284485,0.48055553436279297,0.08976581692695618,-0.5742197632789612,-0.4431740343570709
book-knowledge,18,0.6055527925491333,0.5316811203956604,0.3643234670162201,-0.1287562996149063,-0.16366270184516907
book-bookstore,17,0.6678973436355591,0.4902455508708954,0.13833816349506378,-0.5815485715866089,-0.4815167784690857
boy-girl,105,0.9472754001617432,0.9351226687431335,0.9086476564407349,-0.21385619044303894,-0.13819359242916107
boy-sports,62,0.6387335062026978,0.4348221719264984,0.23153609037399292,-0.2752852439880371,-0.3104003965854645
boy-games,37,0.6892741918563843,0.5714932680130005,0.41233325004577637,-0.1676577478647232,-0.2205611765384674
boy-penis,34,0.7817853689193726,0.6092665791511536,0.0016882026102393866,-0.8015822768211365,-0.5883227586746216
boy-toys,30,0.8479544520378113,0.6686829924583435,0.36782699823379517,-0.6749264597892761,-0.5152135491371155
boy-male,30,0.7510966658592224,0.6924718618392944,0.5354083180427551,-0.22292417287826538,-0.16680578887462616
boy-school,26,0.6348210573196411,0.5101797580718994,0.3454505205154419,-0.14468011260032654,-0.2463524341583252
boy-car,24,0.6736282706260681,0.45567160844802856,0.158362478017807,-0.4173160791397095,-0.41107964515686035
boy-father,18,0.7589539289474487,0.7395608425140381,0.6533290147781372,-0.06923588365316391,-0.0721411183476448
boy-friend,15,0.8818002939224243,0.8151196837425232,0.7938369512557983,-0.05153757333755493,-0.024884339421987534
builder-house,90,0.6980692148208618,0.5486511588096619,0.27758634090423584,-0.4460013508796692,-0.5782451033592224
builder-construction,86,0.7152450680732727,0.4541172683238983,0.06360465288162231,-0.4385164678096771,-0.680385947227478
builder-hammer,61,0.9240444898605347,0.832219123840332,0.16334982216358185,-0.7978927493095398,-0.8901550769805908
builder-brick,44,0.7914099097251892,0.845026969909668,-0.2506020665168762,-0.8864801526069641,-0.8644540905952454
builder-wood,40,0.7138056755065918,0.43787243962287903,-0.22072231769561768,-0.54853755235672,-0.7667422890663147
builder-tools,35,0.6550539135932922,0.42234307527542114,-0.3957798480987549,-0.5990234017372131,-0.7885818481445312
builder-bob,32,0.8867076635360718,0.8085858225822449,0.6193822026252747,-0.6142480969429016,-0.6870004534721375
builder-nails,26,0.9301993250846863,0.8974078893661499,-0.15086083114147186,-0.9557393789291382,-0.9116907715797424
builder-work,21,0.7080317735671997,0.3823704719543457,-0.0210867989808321,-0.4140165150165558,-0.6922721862792969
builder-concrete,16,0.7103186249732971,0.5493653416633606,-0.5762609839439392,-0.7848492860794067,-0.8540685176849365
builder-machines,16,0.6871592402458191,0.5502094030380249,-0.3389606177806854,-0.678394615650177,-0.8009928464889526
cage-bird,89,0.8437157869338989,0.7472106218338013,0.11064509302377701,-0.7210049033164978,-0.8082137703895569
cage-animal,65,0.6787351965904236,0.5795577168464661,-0.09586000442504883,-0.6230939626693726,-0.7034256458282471
cage-prison,52,0.7802971601486206,0.5482452511787415,-0.12127659469842911,-0.6090430021286011,-0.8008968234062195
cage-metal,38,0.7124896049499512,0.5249044299125671,0.3420651853084564,-0.38408181071281433,-0.5827679634094238
cage-zoo,36,0.9015284776687622,0.7513447403907776,-0.09467446058988571,-0.7796792387962341,-0.9165244102478027
cage-bars,33,0.8314358592033386,0.7674911618232727,-0.11991381645202637,-0.8098830580711365,-0.8480736613273621
cage-lion,31,0.8950132727622986,0.8141356706619263,0.41902807354927063,-0.6878926157951355,-0.7985836863517761
cage-lock,30,0.9227979183197021,0.891911506652832,0.49575480818748474,-0.7726938128471375,-0.8218817114830017
cage-dog,29,0.8333836793899536,0.7278885841369629,0.25394824147224426,-0.6460388898849487,-0.7597092986106873
cage-prisoner,20,0.877124011516571,0.7056137919425964,-0.05169478431344032,-0.7483373880386353,-0.861512303352356
cage-key,14,0.7463189959526062,0.5096011161804199,-0.027746642008423805,-0.5471550226211548,-0.7276903986930847
cake-icing,92,0.9738688468933105,0.9273414611816406,0.48205533623695374,-0.9038271307945251,-0.880440890789032
cake-birthday,89,0.8079125881195068,0.6913705468177795,-0.31016889214515686,-0.7816393375396729,-0.8716604113578796
cake-candles,53,0.9667000770568848,0.9605170488357544,0.5300009846687317,-0.9102628827095032,-0.9145084023475647
cake-chocolate,40,0.8689725995063782,0.9086416363716125,0.5218461155891418,-0.8004842400550842,-0.7507553696632385
cake-flour,26,0.956752359867096,0.918428361415863,0.4879867434501648,-0.8473328351974487,-0.889927327632904
cake-sugar,24,0.8217918276786804,0.7865328192710876,0.40078112483024597,-0.6544570922851562,-0.736449122428894
cake-baker,21,0.8036916255950928,0.74288409948349,0.005384291056543589,-0.7557312250137329,-0.7880673408508301
cake-plate,17,0.8502854108810425,0.7145248651504517,0.2788689136505127,-0.644241213798523,-0.7638478875160217
cake-oven,16,0.9752624034881592,0.9677891135215759,0.7691513895988464,-0.8819460272789001,-0.8472326993942261
cake-bakery,16,0.9832937717437744,0.9396211504936218,0.5163605213165283,-0.8908695578575134,-0.91531902551651
cake-cream,16,0.948273777961731,0.8669432401657104,0.40234503149986267,-0.7923110723495483,-0.879233181476593
cake-fork,15,0.967212438583374,0.9466622471809387,0.5539387464523315,-0.8844274282455444,-0.9355783462524414
cake-presents,14,0.777210533618927,0.7074894905090332,-0.19520354270935059,-0.7650356292724609,-0.8119199275970459
cake-party,13,0.5941416621208191,0.3376840651035309,-0.4578012228012085,-0.5317500829696655,-0.7177344560623169
cake-vanilla,12,0.9671280384063721,0.9429388046264648,0.503791332244873,-0.8798571825027466,-0.8950837850570679
