,Wordpair,GoldSimilarity,WW,CC,BB,WC,CW,predicted
43,chart-graph,0,0.292595028877,0.275543537671,0.341138958931,0.145068732492,0.092568911612,1.09921634279
44,simulation-robotics,0,0.702600359917,0.0575344081203,0.419949918985,0.163777436164,-0.0602013988913,1.78499310923
45,nike-adidas,0,0.851740241051,-0.113647520542,0.430919762309,0.0877141878009,0.164174556732,2.00631484249
46,society-culture,0,0.637610240267,0.246048063511,0.509028943007,0.0641074029675,0.138552589589,1.6819342992
47,strategy_game-strategy,0,0.371636763616,0.171320855618,0.253557846162,0.0274370578006,-0.0601366572082,1.25218923529
48,church-cathedral,0,0.825567175482,-0.0147778866308,0.504761875243,0.254075244312,0.0758211210859,1.96128174672
49,translator-foreigner,0,0.20856743804,0.188434317708,0.279579268669,0.10105766356,0.114631249883,0.965081847694
50,biotope-biology,0,0.287954407212,-0.147042411213,0.109119482338,-0.0992394834757,0.180508660765,1.09309848645
51,magma-volcano,0,0.619442142215,-0.0506512164293,0.227138576166,-0.180837839842,0.0788605017149,1.65771658197
52,brainstorming-telescope,0,0.211316719651,0.0368352181813,0.127842530608,0.0694416504766,-0.049442384392,0.973178173316
53,level-score,0,0.329566240311,0.29984202981,0.375213742256,0.06467859447,0.0596619099379,1.1836977201
54,penny-bargain,0,0.476337401649,0.0251664407551,0.0337453877178,-0.345901370049,-0.100017262996,1.44339789161
55,political_party-association,0,0.285611659288,0.0209244042635,0.0488602221012,-0.0768673121929,-0.129968136549,1.10874107271
56,tsunami-sea,0,0.369927674532,0.281589150429,0.4979063573,0.265472024679,0.364001601934,1.19095113031
57,ostrich-orchard,0,0.329265584306,-0.280530959368,0.0269185882062,0.0901431292295,-0.0893099510258,1.15238075888
58,cinnamon-candy,0,0.627434052672,0.0659901539081,0.252683833401,-0.147107654638,-0.0867763511405,1.68916223649
59,broom-dust,0,0.370273351669,0.0725443810225,0.187101706862,-0.0597698912024,-0.0518638566136,1.254883803
60,galaxy-astronomer,0,0.246701255441,-0.103409901261,0.0150549420747,0.0240573324263,-0.134688526392,1.03042263556
61,juice-milkshake,0,0.705242318227,-0.129901565904,0.161503936469,-0.11818218895,-0.172280415893,1.80684212846
62,window_blind-curtain,0,0.0,0.0,0.0,0.0,0.0,0.623514989443
63,criminal-offender,0,0.626218795776,-0.0380377210677,0.247622400522,-0.244066998363,0.128883928061,1.676397139
64,pancreatic_cancer-chemotherapy,0,0.669883370399,-0.100286899524,0.205377653241,-0.184712573886,-0.00165189626228,1.74673676449
65,past-antecedent,0,0.295618372894,-0.00613348931074,0.222865968943,0.0893792659044,0.0739495947331,1.10616462442
66,united_nations-european_parliament,0,0.467052221298,-0.0426437035203,0.239712342007,0.210079565644,-0.128790587187,1.38619664853
67,song-performer,0,0.438807457685,-0.110193321384,0.18917818005,0.0943469852209,-0.0208479625466,1.33880539884
68,gun-notebook,0,0.328133881092,-0.184512444197,0.15137580625,-0.146076363793,0.290828198195,1.15916452933
69,acetylcholine-iris,0,0.169648299259,-0.245521709323,-0.0500109627856,0.109584363152,-0.143773674965,0.890343180773
70,alphabet-pen,0,0.404789686203,-0.104481860995,0.137575374553,0.0382231287658,-0.0451913550496,1.28749146902
71,chorus-singer,0,0.459354279003,-0.360665172338,-0.176845222712,-0.0719491839409,-0.366236172094,1.38068760203
72,wood-blanket,0,0.472266614437,0.0950447916985,0.24810931064,-0.0270782666896,-0.0997742146523,1.42721823673
73,soldier-peace,0,0.285429166879,0.2170846274,0.38223746419,0.466881006956,0.043848514947,1.04971387214
74,english-american,0,0.536312580109,0.0418942074117,0.260642557068,-0.180301826018,0.14925378561,1.52091155679
75,lizard-crocodile,0,0.833703627211,-0.107536574606,0.417720228434,0.0133746936917,0.106935237098,1.99822667945
76,money-cash,0,0.816325247288,-0.110172584653,0.299166578005,-0.0271409600973,-0.0881746858358,1.98055859468
77,paul_the_octopus-octopus,0,0.0,0.0,0.0,0.0,0.0,0.623514989443
78,calendar-holiday,0,0.500803172588,0.449896842241,0.32388069176,-0.213254660368,-0.286396861076,1.53200671989
79,base-chemical_substance,0,0.231820553541,-0.0921646301648,0.141976848245,0.230458452133,-0.0769721326861,0.991051228666
80,government-lizard,0,0.0290001255572,-0.0296442842059,0.0715519785881,0.20683056577,-0.0771458670497,0.661846664518
81,jpy-money_laundering,0,0.24819932878,0.032635923475,0.0534884253733,-0.135058194399,-0.0389107204974,1.04794101365
82,deepmind-google_deepmind,0,0.0,0.0,0.0,0.0,0.0,0.623514989443
83,chess-check,0,0.293912070627,-0.288466683948,0.0610399655998,-0.144442358282,0.243059261392,1.09788861996
84,sonnet-beauty,0,0.373602420092,0.115974768458,0.216061634783,-0.109719052911,0.0348289257186,1.25986826444
85,worker-office,0,0.397880196571,0.140185200583,0.245314225554,0.0081310980022,0.00108326791723,1.28616117762
86,currency-exchange,0,0.368782877922,-0.0277758128941,0.270391361141,0.0192771367729,0.228519201279,1.22033995156
87,polyester-cotton,0,0.52637639799,0.0801018849015,0.220516307385,-0.0650640094318,-0.137256532907,1.51745708036
88,tribunal-justice,0,0.625002600253,0.219782322645,0.468921244144,-0.0535282790661,0.119785152065,1.6793934324
89,tail-rear,0,0.549220237089,0.449219641043,0.587897062302,0.228767216206,0.0353280720506,1.53833123805
90,accident-book,0,0.16273957041,0.454607968973,0.48047581315,0.256517200885,0.428759374766,0.847823845997
91,squall-wind,0,0.532705934805,-0.184158276567,0.0931603144503,-0.00374737799136,-0.180776521564,1.50779885834
92,piano-harmony,0,0.550468868073,0.390565776263,0.300489115744,-0.315718450036,-0.183981161355,1.60900855606
93,sultan-ministry,0,0.198389038444,0.217344731092,0.370554864407,0.165453538299,0.284963309765,0.931044095402
94,desert-dune,0,0.537282288074,-0.0100898513144,0.216169802318,0.0313545875127,-0.104478037624,1.51561285843
95,multiplication-division,0,0.220968099179,0.0466826585938,0.251171022654,0.225843864579,0.0178387409852,0.978549502811
96,virus-blood,0,0.469539375929,0.0670407156372,0.220987631141,0.00778597686124,-0.071637174888,1.40674983441
97,ice_age-statute,0,0.105627006628,-0.206561577711,0.0835227271034,0.303220051719,-0.0204402555788,0.767114737308
98,sword-environment,0,0.0545964688063,0.0135727830871,-0.129358612261,-0.139006295145,-0.18630027771,0.729651007903
99,elementary_school-pen,0,0.0735908062946,-0.168840289116,-0.0788159017343,0.0901283365335,-0.135104104877,0.732528744178
100,cricket-supporter,0,0.20757715404,-0.094360372088,0.138497345954,0.22154918313,-0.0217653376916,0.945803454089
101,sculpture-statue,0,0.663751006126,-0.0660262892262,0.42594742775,-0.109926082194,0.350715449495,1.72041572219
102,web_browser-mozilla_firefox,0,0.839461138216,-0.00954981893301,0.501956910012,0.185210909558,0.119052946568,1.98754895967
103,fox_terrier-canon,0,0.188168346882,-0.150883865251,-0.0819478929043,0.00554805182838,-0.196093648672,0.932294994802
104,hsbc-britain,0,0.230831130197,-0.0548344096344,0.257249683142,0.101276759955,0.223509786934,0.992353793556
105,bible-gospel,0,0.69652792174,-0.000951554739661,0.369547843933,0.10879441806,-0.0415158147523,1.77404488702
106,dress-dance,0,0.482106566429,0.0147036528764,0.201850888243,-0.145052501264,0.0316415801178,1.43685614116
107,array-list,0,0.307386446439,0.122321941118,0.0448596216738,-0.0862506083399,-0.279810799372,1.16035740818
108,cell-lock_up,0,0.142381921411,0.288618768618,0.421050925004,0.182174056768,0.317517391739,0.844793051622
109,essay-homework,0,0.310079861288,-0.163190230727,0.141096664536,0.109569265519,0.0281406864524,1.12160338115
110,computer-machine,0,0.670824944973,0.0649707391858,0.370021023153,0.0983053520322,-0.0109886070713,1.7272364961
111,panda-polar_bear,0,0.503485679626,-0.234827250242,0.0602620991752,0.0925074368715,-0.246059969068,1.45029070078
112,neurosis-mind,0,0.43489023655,0.046975097625,0.264556167775,-0.12004174233,0.100828789175,1.36238114768
113,campaign-monkey,0,0.125215686871,-0.0312269423143,0.0705151813915,-0.139109805226,0.210175479671,0.82820246261
114,faraday_constant-rucksack,0,0.19272775948,-0.0394368320704,0.100490964949,-0.0360509753227,0.0973861441016,0.938917525039
115,palace-skyscraper,0,0.436274953333,-0.0268755331635,0.309324800968,0.250506043434,-0.0237129153355,1.33109605844
116,helicopter-plane,0,0.686798196244,0.0499329633971,0.344182303201,-0.207686508618,0.0939204320312,1.78707594797
117,university_of_cambridge-oxford_university,0,0.0,0.0,0.0,0.0,0.0,0.623514989443
118,flag-pole,0,0.285929262638,0.0114909822723,0.204179519913,0.11604671287,0.0793620246269,1.07932440089
119,window-roof,0,0.712442440536,0.13427702972,0.447474777699,0.0545701990044,0.0647304618198,1.80234156195
120,card_game-frisbee,0,0.32499986887,-0.244221716775,-0.135882713549,0.049032493623,-0.35382348299,1.15215269197
121,malware-worm,0,0.495088100141,0.313169896603,0.418463289738,0.12003146112,-0.000339536482217,1.44723358482
122,planet-star,0,0.439423173666,0.21824669838,0.367256633476,0.156324088573,0.0268859583884,1.34375918951
123,runner-athlete,0,0.654356876275,-0.285179942846,0.217189429235,-0.126115761764,0.14842620492,1.70306206994
124,caliber-umbrella,0,0.188376076624,0.208145201206,0.357786404158,0.221852448207,0.229424759746,0.911349634747
125,wifi-wikileaks,0,0.279229747011,0.00198966264725,0.145163578372,0.124588951468,-0.127882741563,1.08655981527
126,drought-water,0,0.450799435377,-0.194836586714,0.140073299408,0.0196847990155,0.0451809838414,1.35373054414
127,airport-piece,0,0.0522691526871,-0.0224756374955,-0.102076543991,-0.0785888629311,-0.169066041708,0.721324856509
128,orchestra-band,0,0.491298764425,0.0420330539346,0.287193787861,0.0240528509021,0.0276958474634,1.4396991387
129,mojito-mohito,0,0.0,0.0,0.0,0.0,0.0,0.623514989443
130,syllabus-exam,0,0.697217464447,-0.129941560623,0.389472067356,0.0183602906764,0.295365082941,1.75139617905
131,theorem-theory,0,0.619064248745,-0.39167978714,0.155396562171,-0.136447638273,0.203113401307,1.63328378321
132,yo_yo-toy,0,0.55907869339,-0.137190707755,0.267851799726,-0.00576863065362,0.156229207291,1.53571271612
133,blizzard-rain,0,0.560799598694,0.0418155292759,0.280037565229,0.0173335756262,-0.120381303132,1.56989725393
134,historian-historiographer,0,0.662331223488,0.01666440169,0.294235015603,-0.0721255987883,-0.0684752877638,1.73961801505
135,siemens-electric_train,0,0.451662808657,-0.111479641619,0.200532293256,-0.0567836388946,0.152440350957,1.36201984051
136,century-year,0,0.556205570698,-0.185926388855,0.111992642283,-0.170762593792,0.0198250338435,1.54788050754
137,alloy-steel,0,0.705109869825,-0.0239726118743,0.462848512104,0.256561249495,0.140595836568,1.75521606919
138,magistrate-judge,0,0.74438117411,0.210466173915,0.563889656299,0.162894646102,0.115230105235,1.84744468199
139,chaos-class,0,0.20506349206,0.0342990010977,0.162591065456,0.155353531241,-0.0144775379449,0.950742089145
140,distance_education-internet,0,0.316954046488,0.0342573357676,0.160518720746,-0.142853543162,0.113957002101,1.15758457344
141,sand-foot,0,0.423922181129,0.052165530006,0.337177544832,0.0390598848462,0.218240616813,1.31466044732
142,imf-deutsche_bank,0,0.499389618562,-0.109829232097,0.313286829787,0.27365501366,-0.0548697221201,1.43532789604
143,guardian-times,0,0.308241408572,-0.344815742352,-0.0497948490083,-0.00365937007833,-0.046582089772,1.1155393219
144,silkworm-silk_road,0,0.202281534672,-0.0522466078401,-0.107903177094,-0.143431812525,-0.217307984829,0.972218630977
145,freedom-oasis,0,0.217871872656,0.116471082989,0.0814491063356,-0.139326035976,-0.0529741240755,1.00598754069
146,cytoplasm-digit,0,0.215989917517,0.191375460707,0.277183668446,0.0576758791611,0.114666938782,0.983876292366
147,protestant-christian,0,0.722585082054,-0.309276640415,0.115610919893,0.0797873288393,-0.296724647284,1.81656839133
148,leonardo_da_vinci-the_last_supper,0,0.0,0.0,0.0,0.0,0.0,0.623514989443
149,map-square,0,0.379082463925,-0.0128240499839,0.240245893598,0.290767073631,-0.110805010594,1.2310623951
150,parliament-congress,0,0.561239276006,-0.0461921421404,0.257084623401,-0.101988723993,0.0857414430822,1.55974984273
151,fundraising-development,0,0.450204789639,-0.0194863677025,0.248058229685,0.0939588546753,-0.00940491817892,1.36351193339
152,pathology-hematology,0,0.829032758359,-0.100849670273,0.40219962014,0.141373293564,0.0435539982979,1.97262711724
153,valley-depression,0,0.211742118001,0.00477081164718,0.00701551088038,-0.219721570611,0.0170019902289,0.988856376685
154,telescope-chair,0,0.205013245344,0.0094407765234,0.135536581278,0.0906859561801,-0.0129724748714,0.957399631407
155,heavy_metal-stage,0,0.212515234947,0.022099870643,-0.0722377151251,-0.223857998848,-0.134042703154,0.993756135123
156,globalism-visa,0,0.174005488992,0.186254959479,0.108635253229,-0.0917127261587,-0.0639927201863,0.933680515548
157,bat-vampire,0,0.292510067524,-0.0148823671043,0.132434830956,-0.0725815296173,0.0564525790754,1.1122078592
158,deputy-officer,0,0.572889387608,0.145423320481,0.435535281897,0.0492952242494,0.310257606476,1.54537609089
159,electricity-case,0,0.155412534202,0.157231112884,0.10100672251,-0.0910904502219,-0.0283141991236,0.899237094026
160,alien-outlander,0,0.402595639229,-0.10073453933,-0.0666619350516,-0.272516071796,-0.148104384542,1.30681434415
161,button-sewing_machine,0,0.351539483758,0.179241280511,0.411004751921,0.25620009042,0.127159603069,1.18759207126
162,wizard-cable,0,0.205543023678,0.0602391809225,0.271060824394,0.183488786221,0.107470041959,0.9525349928
163,philosopher-racing,0,-0.0193001106381,-0.0537777830693,0.0940961708002,0.210865030988,0.0475812032819,0.574132410305
164,popcorn-cinema,0,0.32722680731,0.0621315240421,0.305560969643,0.101589924192,0.273233297257,1.13661106644
165,agriculture-plant,0,0.449989765882,-0.525908887386,-0.132351167938,-0.00707426294684,-0.153562232852,1.34218799045
166,poet-journalist,0,0.691397708142,0.191912591457,0.538635373116,0.319188475609,0.115135460504,1.73124831535
167,weather-wave,0,0.358895480633,0.0436804071069,0.195034623146,-0.0648335367441,0.0285574942827,1.22931754029
168,civilization-lifestyle,0,0.408150578031,0.118578471626,0.330504029989,-0.00833386133111,0.141009696782,1.30575231469
169,snow-ice,0,0.741996451735,-0.215249476746,0.279020812628,0.0157432323392,0.0336514694185,1.84051208723
170,world_war_ii-beethoven,0,0.103490552514,-0.111706748605,-0.0476496815681,-0.13536863029,0.0486305757541,0.795428971589
171,motherboard-mainboard,0,0.842203736305,-0.118429414928,0.323262572289,0.000216275453568,-0.0880649536848,2.02185262761
172,club-mark,0,0.200608503855,-0.219666540623,-0.0573561787605,0.0408480763435,-0.130899675542,0.94513383766
173,alexander_the_great-conqueror,0,0.0,0.0,0.0,0.0,0.0,0.623514989443
174,app-galaxy,0,0.300537008079,-0.0353672578931,0.0895695143681,-0.00196247745827,-0.0853352621198,1.12453580865
175,cloud_computing-rain,0,0.0815527960658,-0.119513846607,-0.0384385130181,0.0352094045406,-0.0752896144986,0.752485967151
176,television-actor,0,0.552613735199,-0.0214399223888,0.241728707655,0.112372874461,-0.162410587072,1.54057780413
177,delta-sea,0,0.31736972928,-0.119359217584,0.0878498300493,0.162461131811,-0.160934492946,1.13677989048
178,yarn-thread,0,0.722798672056,0.129822209477,0.359958618879,-0.0534532325538,-0.151917839165,1.85168767484
179,pedestrian_crossing-person,0,0.245561168127,0.138395875692,0.216041816237,-0.139346167445,0.176305377328,1.0444308045
180,protein-handle,0,0.128010406372,-0.0160144641995,-0.0153763424605,-0.0445823839805,-0.0964835469146,0.841245204416
181,u2-ronaldo,0,0.0,0.0,0.0,0.0,0.0,0.623514989443
182,apple-iphone,0,0.721736030475,0.0563922598958,0.366279870272,-0.114413938785,0.0242796101535,1.83959818767
183,peppermint-gum,0,0.744625612773,-0.0893789732086,0.245678692799,-0.137194850278,-0.104164248953,1.87877030469
184,poster-paper,0,0.496495366096,0.0695809274912,0.312208980322,0.000665094703436,0.130536958575,1.43994988095
185,unicef-root,0,0.0488161229303,-0.055842648398,-0.0846757516265,-0.0255929243526,-0.148826947878,0.709454478874
186,xenophobia-racism,0,0.861870527267,0.162053177479,0.535378813744,0.0254470799118,0.183289956051,2.03868860435
187,woody_allen-lens,0,0.141615405679,-0.0355331860483,0.126542173418,-0.0139101184905,0.185372263193,0.848421301757
188,lamp-genie,0,0.464079976082,-0.053221296519,0.181505184263,-0.205505549908,0.103848531842,1.40829818897
189,navy-island,0,0.247239784064,-0.203242933364,0.00793336006602,-0.1579639088,0.127846046943,1.02803716283
190,wall-castle,0,0.450839233198,0.109821966876,0.408241461725,0.0635329558214,0.348179081191,1.34458884934
191,dinosaur-elephant,0,0.595469629495,0.33913215036,0.39907714123,-0.175772234797,0.0353776854727,1.6447983987
192,clock_tower-stone,0,0.579243396476,0.137051746249,0.360155344009,0.0535433553159,-0.078863282732,1.59875551145
193,middle_east-euphrates,0,0.380233436823,0.00033215530451,0.292914152145,0.286491113096,-0.0533662023167,1.23699493836
194,meadow-grassland,0,0.641665518284,0.0472197309136,0.273059723012,-0.259625047445,0.0281024873257,1.72019569188
195,guitar-violin,0,0.781134976081,0.188765239046,0.546838998795,0.174179086187,0.0677992633342,1.90650649195
196,diplomacy-negotiation,0,0.629100680351,-0.122264698148,0.310946196318,0.315356642008,-0.133724495769,1.63955291654
197,gravity-meteor,0,0.524708747864,-0.245359838009,0.188322149119,0.16585251689,-0.0886407494545,1.47712128602
198,iq-mensa,0,0.353229871585,0.0309624690391,0.159127682447,-0.0669489502907,0.0198364262833,1.21403935396
199,union_jack-flag,0,0.0,0.0,0.0,0.0,0.0,0.623514989443
200,earthquake-tremor,0,0.459690359812,0.357807683014,0.534920036793,0.253701865673,0.187891308195,1.36394533318
201,asset-stock,0,0.580780004309,0.0341625768945,0.327729403973,0.0566390797032,-0.0127134274819,1.58842095585
202,hebrew-jerusalem,0,0.557834863663,0.146786168218,0.317917544718,-0.0360260270536,-0.00588328763843,1.55944036657
203,overcast-forecast,0,0.426377670713,-0.0381837487221,0.248915940523,0.158772874924,-0.070760470376,1.32613735695
204,dictionary-encyclopedia,0,0.714560210705,0.111322790384,0.456533074379,0.172203660011,0.0111765796319,1.79590187738
205,mint-museum,0,0.314313709736,0.0931620355345,0.301252537816,0.00335293469447,0.235757857561,1.13829454371
206,chair-stool,0,0.335592120886,0.150215551257,0.315796494484,-0.0541609451175,0.284535616636,1.17377518591
207,spanish-moisture,0,0.109287169746,0.155848324299,0.380572646856,0.0596580689942,0.500129938141,0.786150065269
208,can-bottle,0,0.265126184531,-0.170046651954,0.0351134608551,-0.131048008079,0.103998175502,1.05901129863
209,fly-ant,0,0.437732130289,0.129853256336,0.356174051762,0.0389967360495,0.191996693611,1.33973063465
210,myth-satire,0,0.556772616102,0.00061409547925,0.295106083155,0.124292164999,0.008356084051,1.52918422548
211,city_center-bus,0,0.0,0.0,0.0,0.0,0.0,0.623514989443
212,tail-boeing_747_200,0,0.0,0.0,0.0,0.0,0.0,0.623514989443
213,artwork-artist,0,0.588872313499,-0.03333939587,0.244598850286,-0.118602946401,0.0159720461402,1.61255905168
214,nato-alliance,0,0.332378089428,0.0728642450056,0.28197445166,0.0158576080714,0.154910545956,1.17321129896
215,king-ruler,0,0.664711713791,0.205667600036,0.537856936455,0.328273206949,0.002515649423,1.70576001369
216,rhythm-cadence,0,0.710688335341,-0.279989808798,0.281739072903,0.235076934099,-0.0758037016275,1.77380227255
217,alexander_fleming-penicillin,0,0.568326532841,-0.0660194903612,0.0285462459298,-0.144311487675,-0.311963289976,1.58571167692
218,flute-music,0,0.534118922598,-0.134380079247,0.0927408467377,0.048190371055,-0.280491189986,1.51283141099
219,gray_heron-lake,0,0.0,0.0,0.0,0.0,0.0,0.623514989443
220,viscosity-splash,0,0.278071628694,-0.29387319088,0.0446931522902,0.0916249285117,0.00764374062419,1.06326041723
221,hardware-case,0,0.256585747004,-0.0708961700325,0.174508711637,0.075122958407,0.0534658245742,1.04424182744
222,ring-engagement,0,0.183088600636,0.0828122248873,-0.139722042663,-0.329438349076,-0.142653495073,0.948446203796
223,latin-german,0,0.374380297996,0.0741425647821,0.343608468771,0.0875609323455,0.168252895087,1.23772617265
224,working_class-plant,0,0.135583116343,0.114543364698,0.243288039361,0.0899523836431,0.112115988181,0.851274823189
225,shakespeare-dickens,0,0.687417250122,-0.140668519775,0.264396995306,-0.174058899283,0.0998137265222,1.77311437347
226,paper_money-priest,0,0.12503875792,0.018002852514,0.232648907024,0.113811150193,0.218839827914,0.817051329492
227,tool-job,0,0.378257237569,0.099971473217,0.317710042,0.17162259946,0.0398476906121,1.24017254546
228,pygmy_hog-suidae,0,0.807507753372,0.00793815776706,0.306790494109,-0.162579938769,-0.0899547487497,1.98690204921
229,suffrage-exit,0,0.0922652836004,-0.0939368456602,-0.00321465078741,0.0249045822713,-0.0302412845194,0.770897100109
230,star-brightness,0,0.379121780396,-0.23196573448,0.256599187851,0.133067526404,0.201448231936,1.22942670468
231,trout-guitar,0,0.224423366854,0.0564735192939,0.202745914459,0.116629741587,0.0788069273464,0.981470267642
232,dollar-millionaire,0,0.384397380614,0.0795545259649,0.0505528822541,-0.117487155349,-0.258448839188,1.28538300003
233,digit-number,0,0.418287118469,0.244803026628,0.391967647789,0.0847904059541,0.129896276575,1.31269448881
234,gale-blanket,0,0.203202098608,0.331618765786,0.152197280657,0.0512289950227,-0.342377543449,0.997989267061
235,obama-clinton,0,0.68245434761,-0.0362507477403,0.365040979686,0.0244966335595,0.200186565518,1.73035038606
236,supporting_character-movie,0,0.471087157726,-0.15708191139,0.247900307053,-0.0257337984135,0.243764340878,1.38642773528
237,juventus-bayern_munich,0,0.849581709479,0.160572896038,0.487320004382,-0.0857314616442,0.0951101371777,2.04296075828
238,climate_change-precipitation,0,0.415271311998,0.0127560188994,0.207345083356,-0.0914749950171,0.0673370137811,1.31986905523
239,ai-battery,0,0.18722499907,0.0210009136348,0.167365084133,0.187613941715,0.00264729745686,0.916602406887
240,masterpiece-mona_lisa,0,0.555691513758,0.0821367302104,0.384796612549,0.194043409469,0.0564956099088,1.5240490935
241,crime-attack,0,0.289016391156,-0.0104723287192,0.0338788015472,0.0632469579577,-0.278067350388,1.10976775871
242,coronation-water,0,0.124501787126,-0.0904244482517,-0.218857884407,-0.11610621959,-0.358542531729,0.844613133234
243,vocalist-staff,0,0.145081624389,-0.30951833725,-0.188271034463,0.116285189986,-0.347711622715,0.853229895876
244,playoff-basketball,0,0.382080554962,0.0702114254236,0.309214938236,0.0631710886955,0.133197680116,1.25126085053
245,armed_forces-defence,0,0.542022878883,0.00724563504677,0.273735553026,0.111854977122,-0.102813079953,1.52102862225
246,lake-cloud,0,0.264005154371,-0.110385417067,-0.0203369800001,-0.0733982995152,-0.11903905833,1.06425361121
247,monastery-shower,0,0.14356996119,-0.300884139485,-0.10032980144,-0.152622619428,0.1351365882,0.845459183922
248,mother_tongue-language,0,0.778265323846,0.106218007948,0.303443539348,-0.227653248766,-0.142464107724,1.9553317748
